"group_number","group_number","same_volume"
22266,12635,t
22266,28433,t
22269,1331,t
22289,1683,t
22292,21956,t
22305,16571,t
22310,27798,t
22312,25574,t
22316,9609,t
22321,25108,t
22328,15306,t
22328,21771,t
22337,21576,t
22350,3750,t
22354,28066,t
22360,24395,t
22377,1581,t
22386,15041,t
22393,16205,t
22420,9180,t
22497,28439,t
22441,15277,t
22450,29526,t
22453,6821,t
22456,8951,t
22489,23948,t
22476,16312,t
22483,25303,t
22492,9610,t
22492,26365,t
22516,8560,t
22528,9070,t
22530,20037,t
22540,6048,t
22540,11470,t
22543,2292,t
22591,4948,t
22560,13320,t
22572,15918,t
22585,14134,t
22585,26484,t
22599,8179,t
22600,9977,t
22600,25294,t
22620,16772,t
22642,3868,t
22652,4785,t
22652,27274,t
22662,23001,t
22668,757,t
22668,29556,t
22687,23505,t
22701,15693,t
22715,24637,t
22717,29948,t
22729,13604,t
24061,8680,t
22740,10528,t
22746,10923,t
22749,30902,t
22758,5804,t
22778,11341,t
22784,14295,t
22794,28977,t
22796,3608,t
22803,17195,t
22807,28654,t
22818,6828,t
22828,23166,t
22828,27899,t
22830,26769,t
22856,295,t
22911,7092,t
22911,18070,t
22896,20372,t
22961,26745,t
22970,22847,t
22970,26320,t
22971,15991,t
22978,6910,t
22986,12700,t
22986,24022,t
22990,20907,t
22998,18351,t
22998,29869,t
23001,22662,t
23011,10630,t
23012,15992,t
23043,29433,t
23062,6424,t
23062,13796,t
23073,9647,t
23151,17935,t
23093,26587,t
23095,20930,t
23095,30631,t
23097,757,t
23109,19753,t
23138,19684,t
23143,28210,t
23160,19352,t
23160,22119,t
23166,22828,t
23166,27799,t
23193,6459,t
23193,16286,t
23260,15933,t
23215,10491,t
23218,11517,t
23218,15101,t
23232,18448,t
23242,15515,t
23253,25669,t
23268,15725,t
23276,24067,t
23296,2146,t
23304,19470,t
23306,5875,t
23328,4485,t
23328,13495,t
23339,27348,t
23349,17247,t
23351,9607,t
23355,25829,t
23358,19115,t
23368,26460,t
23414,27315,t
23422,10988,t
23428,25007,t
23434,18930,t
23434,23674,t
23465,18497,t
23480,25878,t
23505,22687,t
23509,25798,t
23514,12082,t
23539,21720,t
23557,4759,t
23557,4760,t
23563,24267,t
23571,26970,t
23590,24830,t
23593,30857,t
23610,8258,t
23620,14109,t
23624,3829,t
23681,1874,t
23681,10179,t
23665,26362,t
23640,25373,t
23651,1953,t
23651,28370,t
23655,11613,t
23663,14862,t
23663,17231,t
23674,23434,t
23674,24309,t
23696,251,t
23737,10249,t
23737,24089,t
23706,9871,t
23706,30748,t
23714,7892,t
23714,17480,t
23723,324,t
23729,1694,t
23731,12870,t
23751,29553,t
23753,9590,t
23754,15849,t
23755,20667,t
23759,25187,t
23759,27291,t
23765,27210,t
23794,1440,t
23810,6214,t
23818,2209,t
23818,21559,t
23824,19239,t
23826,16209,t
24201,24578,t
23885,25181,t
23887,24132,t
23891,5406,t
23893,14589,t
23914,20942,t
23925,10499,t
23935,17803,t
23936,11826,t
23948,22489,t
23951,30219,t
23954,19745,t
23956,20697,t
23967,2515,t
23986,25124,t
23990,25555,t
24022,22986,t
24022,30557,t
24026,30719,t
24086,322,t
24060,15174,t
24042,10013,t
24052,20327,t
24067,23276,t
24068,30563,t
24071,28124,t
24089,23737,t
24100,10249,t
24113,10564,t
24143,16046,t
24121,13451,t
24132,23887,t
24142,28779,t
24155,19984,t
24158,30892,t
24161,17004,t
24163,1754,t
24180,27525,t
24187,13178,t
24194,27659,t
24199,25068,t
24207,9746,t
24215,10114,t
24222,19557,t
24733,2068,t
24733,14938,t
24240,12004,t
24249,11331,t
24249,13974,t
24264,25455,t
24267,23563,t
24267,25762,t
24274,1613,t
24277,8833,t
24284,13218,t
24285,1834,t
24298,20607,t
24300,10610,t
24309,23674,t
24309,30465,t
24313,30211,t
24314,11881,t
24314,12184,t
24328,20104,t
24348,20276,t
24355,16929,t
24361,7405,t
24361,11847,t
24365,15539,t
24383,4344,t
24386,4728,t
24386,10784,t
24395,22360,t
24402,15180,t
24408,14978,t
24408,17379,t
24411,11980,t
24413,4389,t
24413,12698,t
24428,4192,t
24437,4190,t
24448,9647,t
24463,7155,t
24463,29671,t
24469,9194,t
24477,15518,t
24482,16020,t
24491,15019,t
24796,18621,t
24796,20377,t
24505,7535,t
24542,30855,t
24516,19776,t
24516,29888,t
24521,18908,t
24524,13166,t
24533,690,t
24534,10557,t
24555,13743,t
24567,27046,t
24569,28269,t
24570,11610,t
24570,13254,t
24572,26379,t
24578,24201,t
24579,11123,t
24579,25558,t
24583,5716,t
24797,9137,t
24616,29582,t
24637,22715,t
24646,30022,t
24655,30484,t
24669,17723,t
24683,26505,t
24684,19590,t
24696,17603,t
24696,20614,t
24708,9473,t
24709,7869,t
24709,29082,t
24713,5042,t
24717,14088,t
24722,18729,t
24724,5951,t
24739,20618,t
24746,25878,t
24746,30677,t
24780,3403,t
24825,18875,t
24785,28310,t
24791,22076,t
24816,17277,t
24817,19457,t
24830,23590,t
24833,17611,t
24833,19776,t
24842,18062,t
24850,24873,t
24873,24850,t
24873,29929,t
24903,6012,t
24886,12350,t
24888,8895,t
24923,27345,t
24940,13917,t
24943,27600,t
24967,30862,t
29767,14031,t
25007,23428,t
24985,3849,t
24986,10995,t
24986,14569,t
24987,40,t
24998,10564,t
25019,1353,t
25029,8607,t
25036,28027,t
25042,11533,t
25042,15176,t
25043,28370,t
25046,1504,t
25046,12471,t
25062,26209,t
25068,24199,t
25068,25284,t
25073,2632,t
25073,14873,t
25105,14005,t
25105,28917,t
25108,22321,t
25124,23986,t
25128,20942,t
25131,13284,t
25133,28529,t
25134,28391,t
25138,12143,t
25145,3375,t
25145,19722,t
25158,14209,t
25174,9692,t
25175,8358,t
25181,4020,t
25181,23885,t
25187,23759,t
25202,9556,t
25212,372,t
25212,7826,t
25222,16184,t
25226,18883,t
29769,3792,t
25241,10259,t
25245,9452,t
25264,113,t
25275,11947,t
25284,21467,t
25284,25068,t
25293,7715,t
25296,8179,t
25296,9759,t
25301,8310,t
25303,22483,t
25305,14017,t
25363,25405,t
25328,14899,t
25334,30864,t
25337,28508,t
25342,8382,t
25343,29513,t
25373,23640,t
25384,15436,t
25388,17287,t
25401,5917,t
25405,18666,t
25405,25363,t
25406,12468,t
25424,30640,t
25432,26667,t
25433,27080,t
25443,21416,t
25443,18906,t
25452,16596,t
25471,28359,t
25476,12230,t
25477,27810,t
25477,29210,t
25492,6174,t
25511,30363,t
25526,14115,t
25574,22312,t
25540,20314,t
25541,9877,t
25548,26807,t
25555,23990,t
25558,11122,t
25558,24579,t
25571,6272,t
25588,4177,t
25602,15711,t
25610,18066,t
25610,27425,t
25623,12075,t
25638,14985,t
25638,18729,t
25642,3527,t
25642,21724,t
25646,393,t
25654,17750,t
25658,19272,t
25662,25837,t
25669,23253,t
25683,12471,t
25694,1813,t
25694,9829,t
25738,21316,t
25738,11927,t
25738,26433,t
25754,19866,t
25758,2177,t
25762,24267,t
25764,8939,t
30881,10720,t
25779,12777,t
25789,13205,t
25796,10566,t
25797,4235,t
25798,7071,t
25798,23509,t
25798,29749,t
25831,15083,t
25837,28309,t
25837,25662,t
25872,11708,t
25878,23480,t
25878,24746,t
25886,11463,t
25901,1250,t
25902,4354,t
25906,20307,t
25908,28909,t
25930,28024,t
25939,2523,t
25939,5773,t
25942,4932,t
25942,19967,t
25959,9164,t
25964,10296,t
25997,14655,t
26021,11976,t
26021,28124,t
26029,29911,t
26032,2437,t
26037,15407,t
26042,15169,t
26058,27710,t
26088,28044,t
26186,19531,t
26145,13982,t
26150,30227,t
26156,5673,t
26156,19160,t
26171,1252,t
26173,15990,t
26268,18590,t
26209,25062,t
26227,8817,t
26260,13691,t
26275,17671,t
26282,11464,t
26310,2214,t
26311,24948,t
26368,18766,t
26375,27512,t
26376,4633,t
26464,10270,t
26384,9490,t
26390,5543,t
26399,19635,t
26402,356,t
26428,12230,t
26428,30735,t
26430,9707,t
26459,20145,t
26460,23368,t
26460,28420,t
26484,22585,t
26489,2730,t
26494,11512,t
26494,16273,t
26787,2580,t
26505,24683,t
26533,18992,t
26539,28752,t
26544,16436,t
26548,10811,t
26557,29927,t
26559,20862,t
26560,20686,t
26567,10220,t
26572,8303,t
26572,27582,t
26578,4262,t
26587,23093,t
26627,244,t
26611,20746,t
26631,4900,t
26645,6841,t
26654,30512,t
26667,21271,t
26667,25432,t
26679,8251,t
26688,4492,t
26693,10722,t
26700,10980,t
26705,4377,t
26714,64,t
26913,3158,t
26741,9385,t
26741,16018,t
26743,10179,t
26745,22961,t
26769,22830,t
26783,3006,t
26798,12790,t
26807,25548,t
26809,9316,t
26812,12604,t
26812,20060,t
26814,17215,t
26816,30730,t
26818,17302,t
26867,16495,t
26844,16223,t
26846,19043,t
26871,19539,t
26945,4506,t
26880,21767,t
26881,19650,t
26894,28658,t
26918,1873,t
26918,15390,t
26976,21083,t
26936,10164,t
26942,16593,t
26952,10815,t
26960,17930,t
26990,30454,t
26970,23571,t
26979,9816,t
26979,16457,t
26981,7110,t
27016,19199,t
27018,2885,t
27022,30284,t
27039,9841,t
27044,30732,t
27046,24567,t
27050,17955,t
27057,18661,t
27065,20615,t
27080,25433,t
27083,13897,t
27084,6127,t
27084,7045,t
27110,16470,t
27113,18246,t
27154,19903,t
27158,12019,t
27158,27504,t
27160,20513,t
27160,22147,t
27164,12577,t
27164,15528,t
27170,16431,t
27170,30377,t
27185,11084,t
27185,15876,t
27189,9522,t
27210,23765,t
27212,10378,t
27220,17362,t
27225,15585,t
27436,16200,t
27257,22081,t
27257,29191,t
27280,29482,t
27289,12524,t
27289,12513,t
27291,23759,t
27300,14581,t
27307,2110,t
27315,23414,t
27333,20705,t
27504,27158,t
27345,24923,t
27348,23339,t
27355,28470,t
27363,20483,t
27363,28424,t
27367,7576,t
27367,17145,t
27379,11414,t
27382,3527,t
27424,885,t
27425,25610,t
27427,7232,t
27427,10627,t
27445,11496,t
27469,11539,t
27492,12207,t
27496,1793,t
27499,9942,t
27499,20015,t
27500,25534,t
27508,192,t
27508,27707,t
27512,26375,t
27513,3927,t
27513,4483,t
27525,24180,t
27526,11434,t
27553,7135,t
27554,12010,t
27591,863,t
27591,15035,t
27600,9815,t
27600,24943,t
27626,10435,t
27630,11437,t
27639,16724,t
27639,19802,t
27645,20583,t
27651,239,t
27659,24194,t
27670,22053,t
27686,27940,t
27698,5783,t
27698,6697,t
27706,2128,t
27707,27508,t
27710,26058,t
27723,17758,t
27729,1854,t
27729,30006,t
27744,5160,t
27762,20289,t
27778,11218,t
27778,30011,t
27781,17240,t
27785,6216,t
27785,9351,t
27785,21831,t
27786,15781,t
27787,15460,t
27787,19470,t
27791,17286,t
27826,17672,t
27798,22310,t
27799,23166,t
27866,10807,t
27810,25477,t
27810,15362,t
27832,13298,t
27833,845,t
27834,10328,t
28120,9163,t
27844,28480,t
27860,18262,t
27959,21538,t
27871,28635,t
27875,11335,t
27894,15632,t
27897,11813,t
27897,14539,t
27899,22828,t
27909,4617,t
27933,10269,t
27933,21035,t
27940,14133,t
27940,27686,t
27941,7813,t
27941,29596,t
27944,14863,t
27944,29049,t
27947,4376,t
27951,7392,t
27954,9947,t
27963,25441,t
27964,28783,t
27968,28405,t
27971,11971,t
27993,15006,t
28016,7900,t
28022,7159,t
28024,14807,t
28024,25930,t
28026,30859,t
28027,25036,t
28031,9709,t
28044,26088,t
28052,14135,t
28052,17955,t
28066,22354,t
28081,968,t
28117,1601,t
28124,24071,t
28124,26021,t
28133,12271,t
28133,28870,t
28149,1037,t
28160,20,t
28164,19352,t
28187,10805,t
28205,15452,t
28210,23143,t
28220,17369,t
28238,17159,t
28246,15615,t
28254,2794,t
28269,24569,t
28289,7168,t
28329,6823,t
28329,28656,t
28355,28500,t
28357,19951,t
28359,25471,t
28386,18860,t
28439,22497,t
28363,13246,t
28370,23651,t
28370,25043,t
28379,1550,t
28383,5834,t
28391,13435,t
28391,25134,t
28393,4261,t
28394,18415,t
28394,18281,t
28405,27968,t
28413,18623,t
28416,4818,t
28420,26460,t
28424,27363,t
28425,29169,t
28467,3787,t
28443,1710,t
28470,15236,t
28470,27355,t
28480,15088,t
28480,27844,t
28493,10550,t
28520,19617,t
28500,28355,t
28508,9340,t
28508,25337,t
28529,12555,t
28529,25133,t
28538,9166,t
28550,19338,t
28554,9986,t
28554,15324,t
28555,17826,t
28563,9532,t
28635,27871,t
28577,20754,t
28579,1249,t
28584,17238,t
28601,17027,t
28601,17281,t
28656,28329,t
28624,798,t
28654,5917,t
28654,22807,t
28658,19052,t
28658,26894,t
28664,9692,t
28681,18634,t
28733,7593,t
28748,18954,t
28752,26539,t
28758,338,t
28758,15387,t
28767,17901,t
28779,24142,t
28783,27964,t
28797,19147,t
28856,30653,t
28864,9899,t
28866,16976,t
28870,28133,t
28906,1735,t
28906,30376,t
28909,25908,t
28917,13990,t
28917,25105,t
28968,599,t
28965,7288,t
28972,249,t
28977,22794,t
29004,2421,t
29009,29392,t
29015,21025,t
29044,6212,t
29049,27944,t
29060,1872,t
29092,3859,t
29082,24709,t
29104,3966,t
30284,27022,t
29148,10410,t
29191,11416,t
29191,27257,t
29169,28425,t
29173,10200,t
29181,8680,t
29210,19753,t
29210,25477,t
29244,18032,t
29262,21171,t
29265,21835,t
29266,704,t
29296,22177,t
29298,21200,t
29319,10246,t
29319,20827,t
29331,13107,t
29349,3137,t
29352,20859,t
29419,17023,t
29395,30101,t
29378,19832,t
29384,17732,t
29392,29009,t
29412,9079,t
29423,6485,t
29429,7509,t
29433,23043,t
29463,7380,t
29482,27280,t
29504,833,t
29513,25343,t
29865,14410,t
29526,22450,t
29538,30028,t
29553,23751,t
29556,84,t
29556,22668,t
29566,3443,t
29570,3374,t
29570,9948,t
29573,20722,t
29575,11955,t
29582,24616,t
29592,10200,t
29596,27941,t
29613,9696,t
29671,24463,t
29676,7913,t
29738,29885,t
29752,14946,t
29763,6870,t
29764,23291,t
29809,30484,t
29810,20101,t
29842,15370,t
29822,16114,t
30011,27778,t
29840,4186,t
29860,14178,t
29867,18950,t
29869,22998,t
29885,29738,t
29888,14783,t
29888,24516,t
29893,16589,t
29929,13495,t
29929,24873,t
29903,9400,t
29903,18797,t
29906,18520,t
29911,26029,t
29927,26557,t
29934,20827,t
29948,22717,t
29949,15545,t
29955,18455,t
29963,10908,t
29968,10817,t
29999,30840,t
30002,1385,t
30005,12873,t
30008,5285,t
30008,16487,t
30014,15155,t
30022,24646,t
30024,18252,t
30028,29538,t
30029,4462,t
30052,9371,t
30054,7648,t
30055,16509,t
30091,11594,t
30101,6309,t
30101,29395,t
30105,15398,t
30146,15805,t
30134,14248,t
30163,20619,t
30172,10275,t
30185,17035,t
30230,3499,t
30230,6594,t
30211,24313,t
30219,23951,t
30226,15994,t
30227,26150,t
30238,14039,t
30257,943,t
30257,11317,t
30269,9278,t
30296,17236,t
30306,16044,t
30306,21114,t
30317,9742,t
30319,11587,t
30321,2068,t
30330,15513,t
30363,25511,t
30364,437,t
30366,11701,t
30335,15234,t
30335,19827,t
30348,9968,t
30360,14461,t
30370,28924,t
30372,16024,t
30375,12310,t
30375,20418,t
30376,28906,t
30377,19866,t
30377,27170,t
30406,8213,t
30412,13273,t
30413,18362,t
30439,10114,t
30439,17999,t
30440,1793,t
30443,17857,t
30443,30653,t
30454,26990,t
30458,13472,t
30460,7032,t
30465,24309,t
30471,13719,t
30478,239,t
30478,17645,t
30484,24655,t
30484,29809,t
30495,726,t
30501,4103,t
30501,16661,t
30509,9128,t
30512,26654,t
30520,2501,t
30523,20690,t
30551,15323,t
30549,7885,t
30557,13572,t
30557,24022,t
30563,24068,t
30617,9828,t
30631,23095,t
30640,25424,t
30653,28856,t
30653,30443,t
30685,18113,t
30726,8829,t
30694,14874,t
30707,16057,t
30719,24026,t
30728,16063,t
30729,21491,t
30730,14616,t
30730,26816,t
30732,27044,t
30734,2591,t
30735,11629,t
30735,26428,t
30743,1679,t
30747,4695,t
30748,23706,t
30760,6272,t
30767,19625,t
30818,6243,t
30832,831,t
30855,14826,t
30855,24542,t
30859,28026,t
30862,24967,t
30864,25334,t
30885,6239,t
30892,24158,t
30916,12877,t
30902,22749,t
30904,15648,t
30907,14874,t
30927,3258,t
30969,17020,t
30972,11903,t
30994,15623,t
31014,9512,t
31028,18289,t
31031,8935,t
31031,10922,t
31034,16255,t
31043,1691,t
122,94,t
125,286,t
127,12280,t
121,18469,t
554,14189,t
616,803,t
917,29834,t
1394,5985,t
1354,6028,t
1360,11973,t
1488,29025,t
1500,14367,t
1501,21598,t
1501,24551,t
1602,7880,t
696,24226,t
25362,4461,t
17,7990,t
29,14012,t
37,15171,t
37,26537,t
43,371,t
52,660,t
61,21057,t
75,318,t
89,18765,t
89,19432,t
108,366,t
135,19280,t
148,8670,t
150,147,t
150,21793,t
18016,22373,t
171,2345,t
312,371,t
175,11167,t
182,10038,t
194,7397,t
213,4864,t
221,1052,t
230,9776,t
232,13111,t
273,20961,t
240,28259,t
241,26229,t
242,22948,t
242,27169,t
279,19010,t
282,26168,t
282,23392,t
285,19432,t
285,26793,t
292,1207,t
318,75,t
340,400,t
366,108,t
366,16485,t
371,43,t
371,312,t
27026,14690,t
27026,27728,t
389,4550,t
389,23998,t
400,340,t
410,11588,t
419,14759,t
421,3463,t
455,8481,t
435,7587,t
1197,29910,t
440,8766,t
469,8481,t
469,29994,t
485,23789,t
489,11737,t
498,5108,t
512,25635,t
514,19074,t
606,19733,t
607,22455,t
532,22388,t
569,9245,t
569,11497,t
573,5774,t
579,17431,t
580,4341,t
580,8078,t
623,9775,t
588,17427,t
633,14803,t
637,27217,t
638,1024,t
640,881,t
658,18366,t
660,52,t
669,7154,t
675,17564,t
683,6432,t
701,830,t
819,29892,t
734,7208,t
734,7216,t
728,8025,t
733,9245,t
1198,25679,t
740,852,t
741,981,t
741,22043,t
749,30251,t
764,6226,t
774,10101,t
916,25411,t
916,29834,t
777,21106,t
790,16406,t
790,18204,t
803,605,t
803,616,t
810,12187,t
829,29856,t
830,701,t
837,21071,t
839,4754,t
1018,14396,t
852,740,t
864,1140,t
864,20496,t
881,640,t
906,24872,t
912,6144,t
918,14550,t
918,30365,t
923,21085,t
942,19228,t
945,25411,t
956,7027,t
961,29856,t
966,982,t
970,2152,t
978,17745,t
978,18185,t
981,741,t
989,6607,t
995,1091,t
995,5897,t
1012,18861,t
1014,28021,t
1022,20279,t
1023,6215,t
1024,638,t
1025,1036,t
1028,24997,t
1029,22840,t
1031,25597,t
1036,1025,t
1038,4803,t
1040,3434,t
1324,1357,t
1052,221,t
1052,14696,t
1054,24904,t
1061,7124,t
1194,16180,t
1089,8566,t
1091,995,t
1092,7404,t
1103,25675,t
1211,1223,t
1126,8720,t
1127,7152,t
1140,864,t
1141,1142,t
1142,1141,t
1147,1148,t
1148,1147,t
1199,25255,t
1199,25494,t
1152,1772,t
1153,6628,t
1178,13039,t
1180,19216,t
1216,17795,t
1216,24259,t
1217,1190,t
1190,1217,t
1191,11306,t
1207,292,t
1223,1211,t
1226,6680,t
1232,12390,t
1232,12663,t
1234,19637,t
1238,10781,t
1240,4658,t
1253,7487,t
1241,20862,t
1250,25901,t
1251,1984,t
1256,5403,t
1259,23117,t
1260,6039,t
1265,31004,t
1268,5663,t
1270,1956,t
1276,26447,t
1280,1343,t
1282,2236,t
1287,1351,t
1288,1317,t
1289,7908,t
1294,27373,t
1295,8236,t
1295,30152,t
1298,19260,t
1332,1368,t
1311,19464,t
1351,1287,t
1316,7946,t
1317,1288,t
1317,1366,t
1322,30759,t
1325,1339,t
1325,4909,t
1327,29454,t
1333,12210,t
1334,20957,t
1339,1325,t
1339,26435,t
1343,1280,t
1346,4758,t
19087,14339,t
1357,1324,t
1359,23309,t
1366,1317,t
1368,1332,t
1373,18651,t
1375,5751,t
1375,26729,t
1383,6492,t
1384,21613,t
1387,17818,t
1397,4803,t
1402,16841,t
1406,11897,t
1427,25113,t
1427,12251,t
1430,19228,t
1432,18868,t
1433,12332,t
1453,1460,t
1459,13930,t
1460,1453,t
1496,20675,t
1468,5192,t
1479,19597,t
2069,25345,t
1505,4763,t
1505,7523,t
1525,14015,t
1538,1539,t
1539,1538,t
1540,23114,t
1553,18336,t
1561,10263,t
1574,24093,t
1587,5638,t
1618,30053,t
1628,14810,t
1629,25550,t
1636,5196,t
1643,13565,t
1660,1664,t
1660,1797,t
1665,11669,t
1674,13792,t
1680,29123,t
1703,3425,t
1706,4487,t
1713,6480,t
1718,22488,t
1722,7022,t
1734,1937,t
1744,13165,t
1744,26140,t
1750,25391,t
1757,10966,t
1768,3788,t
1829,7747,t
1829,8527,t
1772,1152,t
1772,5466,t
1774,25161,t
1782,4181,t
1782,20333,t
1787,18835,t
1787,19046,t
1792,2594,t
1806,7783,t
1814,5645,t
1818,17494,t
1835,2467,t
1841,23629,t
1841,29619,t
1847,23508,t
1850,11361,t
1873,15336,t
1873,26918,t
1856,12068,t
1869,29586,t
1897,1997,t
1897,22700,t
1909,3121,t
1923,7364,t
1931,18565,t
1933,13310,t
1937,1734,t
1943,21104,t
1943,30260,t
1956,1270,t
1956,13260,t
1963,11428,t
1972,1958,t
1976,2956,t
1981,26508,t
1984,1251,t
1997,1897,t
2016,26856,t
2016,28444,t
2028,19377,t
2035,24503,t
2041,2268,t
2046,17280,t
2046,18215,t
2048,4564,t
2054,20098,t
2098,18657,t
2060,27373,t
2062,24844,t
2100,29797,t
2080,4507,t
2081,19004,t
2081,14854,t
2094,2141,t
2126,2192,t
2121,6893,t
2188,17580,t
2152,3407,t
2152,970,t
2161,16766,t
2177,25758,t
2177,7879,t
2192,2126,t
2203,21060,t
2221,2225,t
2225,2221,t
2227,29797,t
2236,1282,t
2268,2041,t
2251,13500,t
2259,7873,t
2261,13960,t
2262,20419,t
2264,23450,t
2285,2450,t
2291,19755,t
2296,18063,t
2306,30004,t
2323,2345,t
2323,2720,t
2345,171,t
2345,2323,t
2362,27957,t
2364,5809,t
19746,7688,t
2379,13050,t
2383,21284,t
2383,4665,t
2401,7670,t
2403,2473,t
2450,2285,t
2450,2540,t
2467,1835,t
2473,2403,t
2473,2530,t
2490,11619,t
2497,26639,t
2504,6039,t
2525,8710,t
2530,2473,t
2530,2647,t
2535,25921,t
2540,2450,t
2540,2582,t
2647,2530,t
2573,20951,t
2577,22455,t
2578,11588,t
2582,2540,t
2582,16767,t
2584,3123,t
2589,15761,t
2593,2610,t
2594,1792,t
2595,22664,t
2600,27669,t
2606,4924,t
2610,2593,t
2612,2638,t
2633,2653,t
2635,2668,t
2638,2612,t
2653,2633,t
18415,28394,t
18415,16931,t
18415,18281,t
2685,2691,t
2668,2635,t
2673,2596,t
2749,2814,t
2896,2854,t
2679,2702,t
2688,9521,t
2691,2685,t
2693,25921,t
2698,2723,t
2702,2679,t
2829,13837,t
2715,2758,t
2720,2323,t
2723,2698,t
2744,7673,t
2744,13585,t
2724,19283,t
2724,3534,t
2725,4439,t
2750,18579,t
2750,20815,t
2753,4220,t
2758,2715,t
2759,5476,t
2777,2799,t
2777,23999,t
2777,26387,t
2783,25504,t
2787,4572,t
2789,25834,t
2799,2777,t
2799,5258,t
2800,11710,t
2805,4272,t
2808,28512,t
2814,2749,t
2814,26791,t
2817,11922,t
3089,3050,t
2842,6341,t
2848,19149,t
2851,7599,t
2854,2896,t
19074,514,t
19074,14556,t
2880,11432,t
2886,7603,t
2886,8800,t
2898,3000,t
2915,2883,t
2917,12375,t
2934,2960,t
2937,3094,t
3293,29016,t
2944,2965,t
2946,2962,t
2953,10555,t
2955,3055,t
2956,1976,t
2960,2934,t
2962,2946,t
2964,3046,t
2965,2944,t
2973,5968,t
2994,24206,t
3000,2898,t
3015,13266,t
3015,25498,t
3020,13162,t
3028,8455,t
3046,2964,t
3055,2955,t
3124,3101,t
3077,21747,t
3086,15238,t
3092,8473,t
3094,2937,t
3095,12883,t
3101,3124,t
3102,10262,t
3120,12478,t
3112,7924,t
3116,3351,t
3121,1909,t
3123,2584,t
3128,10517,t
3132,20922,t
3140,7564,t
3155,4768,t
3155,20293,t
3157,3165,t
3159,21217,t
3559,29085,t
3165,3157,t
3192,3343,t
3172,4288,t
3182,10364,t
3190,8371,t
3203,3266,t
3208,25593,t
3300,29635,t
3224,17077,t
3232,30684,t
3292,3266,t
3250,22231,t
3261,14057,t
3266,3203,t
3266,3292,t
3268,3281,t
3271,4883,t
3276,3337,t
3277,26651,t
3281,3268,t
3281,30160,t
3310,13851,t
3313,12456,t
3314,30921,t
3328,13039,t
3328,13051,t
3331,14441,t
3333,8860,t
3351,3116,t
3351,5171,t
3337,3276,t
3343,3192,t
3346,3842,t
3356,28606,t
3356,30214,t
3370,20169,t
3376,26267,t
3376,27271,t
3381,3394,t
3394,3381,t
3396,3464,t
3404,3456,t
3404,21427,t
3416,10030,t
3425,1703,t
3429,29832,t
3434,1040,t
3434,26267,t
3437,13623,t
3440,13945,t
3446,3502,t
3453,8929,t
3456,3404,t
20165,5111,t
20165,13228,t
3463,421,t
3464,3396,t
3468,27567,t
3471,3598,t
3491,17832,t
3476,12157,t
3496,7768,t
3501,9985,t
3502,3446,t
3503,3567,t
3503,7507,t
3507,3522,t
3514,21301,t
3521,24631,t
3522,3507,t
3534,2724,t
3534,3584,t
3551,26893,t
3564,8101,t
3567,3503,t
3567,3671,t
3579,4829,t
3579,11497,t
3581,8113,t
3584,3534,t
3584,30533,t
3585,4488,t
3589,23257,t
3589,24575,t
3593,14372,t
3597,11488,t
3598,3471,t
3610,20159,t
3627,21423,t
3668,9156,t
3634,22042,t
3634,28753,t
3638,9791,t
3641,10591,t
3651,4953,t
3652,20741,t
3656,4798,t
3656,5281,t
3657,13801,t
3671,3567,t
3678,30457,t
3680,3789,t
3696,8264,t
3713,29279,t
3714,17638,t
3724,7649,t
3730,3731,t
3730,5740,t
3731,3730,t
3733,14002,t
3742,13520,t
3749,22177,t
3756,5640,t
3773,27775,t
3773,30947,t
3761,30457,t
3763,3768,t
3765,8471,t
3765,18301,t
3768,3763,t
3768,4637,t
3770,7267,t
3770,24447,t
3776,12786,t
3777,3805,t
3777,12130,t
3778,3807,t
3779,18050,t
3781,22136,t
3782,12030,t
3785,3839,t
3858,17407,t
3788,1768,t
3788,13206,t
3789,3680,t
3789,20544,t
3793,5922,t
3799,27277,t
3799,30791,t
3805,3777,t
3807,3816,t
3807,3778,t
3809,20522,t
3839,3785,t
3822,4991,t
3842,3346,t
3827,17914,t
3828,12527,t
3831,7195,t
3838,4727,t
3838,23157,t
3853,28013,t
3855,26312,t
3861,25103,t
5698,4725,t
5698,17978,t
3875,13145,t
3917,12113,t
3879,4115,t
3880,3868,t
3880,3912,t
3884,22218,t
3886,4387,t
3886,29921,t
3891,4128,t
3898,8643,t
3907,5625,t
3912,3880,t
3919,5905,t
3921,5888,t
3934,3970,t
4039,20547,t
4039,22045,t
3939,12685,t
3947,23963,t
7543,7494,t
7543,9110,t
3959,9084,t
3959,12757,t
3961,20902,t
3965,4020,t
3970,3934,t
3970,24909,t
3975,4291,t
3978,17575,t
3983,13309,t
3989,4007,t
4006,22352,t
4007,3989,t
4014,4015,t
4014,29024,t
4015,4014,t
4019,7166,t
4019,7233,t
4031,22267,t
4067,7393,t
4068,27881,t
4050,23277,t
4052,7206,t
4053,22663,t
4072,9997,t
4074,6810,t
4078,12501,t
4078,27772,t
4093,5530,t
4098,20601,t
4100,7097,t
4105,5809,t
4110,6412,t
4110,6264,t
4113,17520,t
4115,3879,t
4128,3891,t
4136,13941,t
4137,24159,t
4142,13940,t
4145,5866,t
4145,11268,t
4146,13943,t
20950,18437,t
4156,6414,t
4157,30113,t
4166,27269,t
4166,31012,t
4174,13936,t
4177,25588,t
4178,13933,t
4180,11010,t
