"group_number","group_number","same_volume"
12850,12787,t
12858,12835,t
12860,8864,t
12883,3095,t
12883,6460,t
25663,8666,t
13012,18707,t
13012,25857,t
12886,5671,t
12896,12931,t
12920,19881,t
12922,21063,t
12928,16140,t
12931,12896,t
12960,12997,t
12962,21617,t
13312,7481,t
13312,25697,t
12973,13115,t
12984,21340,t
12992,9926,t
12997,12960,t
13002,13229,t
13010,13014,t
13014,13010,t
13015,8948,t
13018,22290,t
13024,23199,t
13024,28933,t
13071,22535,t
13038,19632,t
13039,1178,t
13039,3328,t
13051,3328,t
13050,2379,t
13050,5256,t
13077,28809,t
13079,18769,t
13079,19519,t
13094,24997,t
13095,13169,t
13102,25858,t
13102,28923,t
13111,232,t
13115,12973,t
13119,8940,t
13119,13134,t
13132,25842,t
13132,26496,t
13134,13119,t
13143,13232,t
13143,14574,t
13145,3875,t
13145,28925,t
13146,9914,t
13162,3020,t
13164,21251,t
13165,1744,t
13170,13263,t
13196,13197,t
13196,28617,t
13197,13196,t
13199,21873,t
13206,3788,t
13207,13360,t
13216,13402,t
27002,20264,t
13221,24075,t
13228,20165,t
13229,13002,t
13232,13143,t
13235,13365,t
13249,13383,t
13357,13379,t
13256,30315,t
13260,1956,t
13263,13170,t
13264,13296,t
13266,3015,t
13277,4248,t
13283,13307,t
13307,13283,t
13309,3983,t
13310,1933,t
13310,13785,t
13318,3895,t
13318,18737,t
13330,11158,t
13330,19420,t
13332,13434,t
13332,27776,t
13335,6704,t
13341,13388,t
13382,29267,t
13383,13249,t
13360,13207,t
13363,10987,t
13364,23899,t
13365,13235,t
13374,4477,t
13375,5950,t
13375,8223,t
13379,5671,t
13379,13357,t
13387,13499,t
13388,13341,t
13390,20103,t
13393,17776,t
13393,30133,t
13424,13453,t
13412,13439,t
13417,21377,t
13417,21983,t
13458,4638,t
13459,14363,t
13429,8907,t
13431,17815,t
13434,13332,t
13436,5668,t
13436,13471,t
13437,20289,t
13439,13412,t
13447,27401,t
13453,13424,t
13455,20568,t
13460,13524,t
13468,30264,t
13471,4704,t
13471,13436,t
13477,18326,t
13478,10485,t
13479,25562,t
13518,27540,t
13483,23256,t
13486,11924,t
13487,13543,t
13490,13534,t
13510,24195,t
13520,3742,t
13520,8927,t
13521,13536,t
13499,4403,t
13499,13387,t
13500,2251,t
13504,23227,t
13506,8296,t
13506,13560,t
13508,4626,t
13512,17279,t
13524,13460,t
13525,27742,t
13526,12332,t
13526,19504,t
13528,4627,t
13532,11997,t
13534,13490,t
13536,13521,t
13537,29543,t
13539,23747,t
13540,8313,t
13543,13487,t
13546,30647,t
13554,19567,t
13578,7035,t
13556,17429,t
13558,7605,t
13560,13506,t
13565,1643,t
13566,11797,t
13579,12685,t
13579,12767,t
13585,2744,t
13588,19036,t
13594,20570,t
13597,8767,t
13597,28223,t
13601,11012,t
13604,22729,t
13604,24630,t
13623,3437,t
13629,27341,t
13631,29967,t
13635,29028,t
13641,7369,t
13641,30877,t
13644,7279,t
13644,7673,t
13647,12331,t
13648,7278,t
13663,7118,t
13663,7086,t
13666,5248,t
13667,11797,t
13670,13891,t
13726,13700,t
13674,22839,t
13682,13717,t
13700,13726,t
13709,13780,t
13711,4892,t
13717,13682,t
13718,7274,t
13732,4318,t
13732,4388,t
13742,26138,t
13744,13787,t
13752,16926,t
13947,28494,t
13773,11168,t
13776,24836,t
13780,13709,t
13783,22095,t
13785,13310,t
13787,13744,t
13792,1674,t
13798,20649,t
13801,3657,t
13801,7470,t
13812,7510,t
13816,6423,t
13819,8035,t
13829,7061,t
13837,2829,t
13851,3310,t
13857,21390,t
13859,30716,t
13891,13670,t
13943,4146,t
13943,25101,t
13940,4142,t
13940,10537,t
13899,14002,t
13921,4183,t
13921,10427,t
13926,7634,t
13930,1459,t
13930,10475,t
13933,4178,t
13933,10504,t
13936,4174,t
13936,10520,t
13941,4136,t
13945,3440,t
13952,10599,t
13960,2261,t
13984,16360,t
14002,3733,t
14002,13899,t
14003,23772,t
14010,28743,t
14012,29,t
14015,1525,t
14018,12614,t
14040,27369,t
14057,3261,t
14058,17521,t
14061,8436,t
14068,14075,t
14073,14083,t
14075,14068,t
14078,29660,t
14083,14073,t
14090,6161,t
14104,5988,t
14104,22446,t
14117,14125,t
14125,14117,t
14138,19656,t
14141,12342,t
14148,14149,t
14149,14148,t
14151,30971,t
14169,8033,t
14174,11707,t
14187,5297,t
14189,554,t
14202,14567,t
14203,9256,t
14221,27650,t
14245,28951,t
14253,14269,t
14269,14253,t
14379,11433,t
14379,22470,t
14290,9402,t
14300,4334,t
14306,14593,t
14306,19174,t
14339,19087,t
14343,20573,t
14363,13459,t
14367,1500,t
14367,12494,t
14372,3593,t
14377,18215,t
14377,21084,t
14390,22330,t
14396,1018,t
14396,20075,t
14418,6420,t
14441,3331,t
14469,14482,t
14471,26521,t
14471,27767,t
14472,4617,t
14474,5461,t
14482,14469,t
14490,8282,t
14499,11051,t
14501,11086,t
14503,25656,t
14510,23716,t
14510,25004,t
14517,6482,t
14518,7112,t
14518,25656,t
14548,11946,t
14550,918,t
14556,19074,t
14561,17156,t
14567,14202,t
14567,28941,t
14568,14572,t
14568,28941,t
14570,29542,t
14572,14568,t
14574,13143,t
14590,23533,t
14593,14306,t
14593,30668,t
14603,4952,t
14611,17100,t
14623,21519,t
14632,11025,t
14644,10933,t
14660,12155,t
14662,23481,t
14667,24775,t
14677,1570,t
14679,22026,t
27092,26189,t
14696,1052,t
14709,16544,t
14709,16620,t
14734,1021,t
14758,6167,t
14714,4917,t
14725,20469,t
14727,7096,t
14742,12357,t
14759,419,t
14759,5699,t
14764,15582,t
14780,4848,t
14786,9353,t
14786,17542,t
14788,10039,t
14788,14967,t
14793,14794,t
14794,14793,t
14797,16023,t
14803,633,t
14810,1628,t
14828,20702,t
14834,7488,t
14834,8028,t
14845,4340,t
14845,5417,t
14851,14850,t
14854,2081,t
14858,18959,t
14865,8993,t
14871,20743,t
14884,14892,t
14891,8023,t
14894,14896,t
14899,25328,t
14901,30613,t
14955,5918,t
14945,17501,t
14945,18268,t
14922,14947,t
14934,29284,t
14963,12226,t
14967,14788,t
14969,27000,t
14976,13481,t
14988,11740,t
14991,20957,t
15009,22822,t
15026,5638,t
15026,15045,t
15127,11371,t
15045,15026,t
15073,18342,t
15073,23102,t
15582,14764,t
15171,37,t
15181,18432,t
15184,20578,t
15199,15166,t
27349,21558,t
15235,15240,t
15238,3086,t
15247,29800,t
28345,23175,t
15305,17770,t
15305,22831,t
15362,27810,t
15362,26870,t
15363,15441,t
15389,24618,t
15390,18158,t
15390,26918,t
27577,23456,t
15451,11035,t
15451,26831,t
15513,30330,t
15533,12395,t
15534,9866,t
15585,27225,t
15587,7940,t
16498,16170,t
28643,11920,t
15761,2589,t
15883,9514,t
27583,27692,t
16023,14797,t
27613,18690,t
16056,16518,t
16111,4543,t
16112,11279,t
16146,16137,t
16124,26115,t
16140,12928,t
16167,20024,t
16170,16498,t
16180,1194,t
16206,17969,t
16229,22242,t
16289,18752,t
16297,9169,t
16298,330,t
16304,27970,t
16324,23771,t
16330,16360,t
28494,13947,t
16360,13984,t
16360,16330,t
16387,11345,t
16402,4678,t
16405,5464,t
22388,532,t
16417,20778,t
16428,24931,t
16439,8044,t
16441,4202,t
16441,20449,t
16469,21586,t
16469,21616,t
16480,16490,t
16485,366,t
16490,16480,t
16503,16505,t
16505,16503,t
16518,16056,t
16544,14709,t
16544,17119,t
16552,16980,t
16554,29351,t
16567,30825,t
28518,29771,t
16582,30450,t
16585,7525,t
16620,14709,t
16676,16686,t
16686,16676,t
16704,16732,t
16730,26034,t
16732,16704,t
16737,28173,t
16755,4217,t
16764,16790,t
16766,2161,t
16766,8062,t
16767,2582,t
16770,29460,t
16773,16799,t
16784,16748,t
16790,16764,t
16799,16773,t
16807,29062,t
16811,3996,t
16814,16859,t
16871,28100,t
16841,1402,t
16841,19839,t
16856,16863,t
16859,16814,t
16863,16856,t
16863,26971,t
16919,20357,t
16926,13752,t
16931,18415,t
29627,5206,t
16945,4912,t
16947,21542,t
16948,29185,t
16954,7752,t
16982,17076,t
16983,9239,t
16985,17566,t
16997,28533,t
16998,20712,t
17061,17056,t
17072,9182,t
17076,16982,t
17077,3224,t
17079,26414,t
17084,19727,t
17093,5857,t
17100,14611,t
22440,21162,t
17110,20627,t
17114,11155,t
17119,16544,t
17119,17124,t
17124,17119,t
17133,17511,t
17133,27808,t
17139,5181,t
17139,30668,t
17140,25371,t
17141,5691,t
17145,27367,t
17145,7576,t
17147,25120,t
17151,7697,t
17155,11848,t
17156,14561,t
17173,8629,t
17192,26309,t
17209,21279,t
17238,28584,t
17242,20899,t
17261,24580,t
17279,13512,t
17280,2046,t
17302,26818,t
17310,27369,t
17404,17407,t
17397,6765,t
17427,588,t
29109,20688,t
17384,6836,t
17389,6959,t
17389,26683,t
17407,3858,t
17407,17404,t
17429,13556,t
17431,579,t
17446,4975,t
17446,12203,t
17447,17563,t
17458,26897,t
17459,22598,t
17460,12498,t
17462,21577,t
17478,8684,t
17484,18380,t
17493,12732,t
17494,1818,t
17501,14945,t
17503,27928,t
17511,7518,t
17511,17133,t
17514,11995,t
17516,9283,t
17516,19213,t
17520,4113,t
17521,14058,t
17564,675,t
17537,7575,t
17542,14786,t
17546,17573,t
17550,19010,t
17552,7211,t
17559,6760,t
17560,12029,t
17563,17447,t
17566,16985,t
17567,7773,t
17571,23080,t
17573,17546,t
17575,3978,t
17580,2188,t
17581,4682,t
17583,4450,t
17585,21036,t
17591,25969,t
17606,23217,t
17638,3714,t
17638,4356,t
29661,26647,t
17657,18403,t
17657,26448,t
17664,20197,t
17664,21360,t
17698,24857,t
17704,18174,t
17742,27962,t
17709,22822,t
17709,24417,t
17716,15553,t
17718,5156,t
17721,7871,t
17795,1216,t
17795,9531,t
17874,27668,t
17745,978,t
17753,20956,t
17770,9091,t
17770,15305,t
17776,13393,t
17801,28515,t
17814,23798,t
17815,13431,t
17818,1387,t
17832,3491,t
17834,21653,t
17897,28512,t
17898,5564,t
17899,5954,t
17903,30300,t
17914,3827,t
17916,7661,t
18366,658,t
17937,12677,t
17938,4373,t
17938,4374,t
17943,23970,t
17955,27050,t
17955,28052,t
17966,5689,t
17969,16206,t
17978,5698,t
18003,30069,t
18007,24316,t
18037,25799,t
18040,5770,t
18050,3779,t
18063,2296,t
18076,6589,t
18078,9371,t
18089,6411,t
18090,12684,t
18100,25487,t
18103,12379,t
18106,26558,t
18112,8428,t
18113,6071,t
18113,30685,t
18141,8529,t
18141,27633,t
18275,5172,t
18130,26903,t
18134,4466,t
18149,5923,t
18172,10030,t
18172,28669,t
18174,17704,t
18185,978,t
18185,24718,t
18204,790,t
18209,30560,t
18215,2046,t
18215,14377,t
18238,19959,t
18261,22559,t
18268,14945,t
18268,22766,t
18270,23917,t
18280,27223,t
18281,28394,t
18281,18415,t
18285,9116,t
18301,3765,t
18301,18496,t
18324,27898,t
18326,13477,t
18330,27269,t
18336,1553,t
18342,15073,t
18382,24828,t
18363,8281,t
18370,26899,t
18380,17484,t
18401,27912,t
18403,17657,t
18403,26742,t
18432,15181,t
18437,20950,t
18440,21788,t
18469,121,t
18472,20342,t
18481,25648,t
18496,18301,t
18496,25781,t
18503,25280,t
18515,30745,t
18516,30344,t
18579,2750,t
18565,1931,t
18594,7829,t
18614,19740,t
18625,12688,t
18646,18811,t
18650,30804,t
18651,1373,t
18687,5064,t
18655,10644,t
18657,2098,t
18667,28896,t
18702,21123,t
18707,13012,t
18714,21549,t
18724,26458,t
18730,29654,t
18734,30003,t
18737,13318,t
18741,6667,t
18748,8846,t
18757,25737,t
18811,18646,t
18765,89,t
18769,13079,t
18783,22471,t
18790,5791,t
18792,9579,t
18817,7782,t
18820,19046,t
18825,30161,t
18835,1787,t
18844,20638,t
18861,1012,t
18861,6800,t
18868,1432,t
18905,29417,t
18906,25443,t
18911,29882,t
18918,29003,t
18934,29532,t
18975,8354,t
19010,279,t
19010,17550,t
18946,20904,t
18959,14858,t
18969,28537,t
19012,24023,t
19025,28944,t
19033,30171,t
19036,13588,t
19046,1787,t
19046,18820,t
19047,4773,t
19049,7054,t
19071,7373,t
19071,25135,t
19122,5479,t
19123,24716,t
19124,20569,t
19124,24564,t
19127,21801,t
19132,28672,t
19132,30808,t
19134,28622,t
19142,28593,t
19216,1180,t
19159,31042,t
19174,14306,t
19181,8565,t
19187,9325,t
19195,8709,t
19201,7959,t
19201,7971,t
19213,17516,t
19223,8977,t
19223,26354,t
19228,942,t
19228,1430,t
23309,1359,t
19246,12073,t
19254,23299,t
19257,20788,t
19260,1298,t
19260,4763,t
19263,30682,t
19280,135,t
19300,24433,t
19308,10344,t
19308,28422,t
19326,25110,t
19329,9790,t
19339,19450,t
19370,10004,t
19376,5213,t
19376,5308,t
19377,2028,t
19396,30857,t
19420,8767,t
19420,13330,t
19431,5019,t
19432,89,t
19432,285,t
19447,5973,t
19448,23560,t
19450,19339,t
19461,6470,t
19464,1311,t
19468,6120,t
19471,20853,t
19479,18857,t
19502,7478,t
19502,19755,t
19504,8292,t
19504,13526,t
19509,8674,t
19519,13079,t
19526,25033,t
19578,23904,t
19557,24222,t
19567,13554,t
19589,26586,t
19597,1479,t
19597,19869,t
19632,13038,t
19637,10778,t
19637,1234,t
19639,9900,t
19635,26399,t
19656,11930,t
19656,14138,t
19669,24077,t
19676,26943,t
19685,23682,t
19685,26722,t
19699,7181,t
19720,8261,t
19725,8747,t
19727,17084,t
19733,606,t
19740,18614,t
19740,30751,t
19747,20599,t
19755,2291,t
19755,19502,t
19756,8900,t
19766,20577,t
19791,6219,t
19809,22632,t
19811,9430,t
19813,10896,t
19826,8769,t
19839,16841,t
19857,27869,t
19867,8790,t
19869,19597,t
19874,5236,t
19876,22011,t
19881,12920,t
19904,21831,t
19914,20007,t
19959,18238,t
19959,23740,t
19974,27013,t
19980,25679,t
19991,10426,t
19994,20743,t
19999,21155,t
20000,21529,t
20004,8661,t
20019,4648,t
20024,16167,t
20033,4991,t
20036,5676,t
20098,2054,t
20055,6218,t
20065,6750,t
20065,6831,t
20065,22490,t
20075,14396,t
20090,8393,t
20103,13390,t
20119,26451,t
20125,30737,t
20141,4249,t
20141,20682,t
20152,20889,t
20159,3610,t
20169,3370,t
20189,29245,t
20197,17664,t
20287,26163,t
20204,7908,t
20225,7539,t
20279,1022,t
20279,29287,t
20289,27762,t
20289,13437,t
20293,3155,t
20317,15083,t
20320,9244,t
20328,7901,t
20330,27266,t
20333,1782,t
20336,28592,t
20342,18472,t
20346,30977,t
20357,16919,t
20371,9698,t
20383,12824,t
20394,21182,t
20401,6593,t
20404,4776,t
20404,4834,t
20413,29808,t
20419,2262,t
20425,6855,t
20449,16441,t
20453,21249,t
20455,26079,t
20469,14725,t
20475,6444,t
20496,864,t
20536,14680,t
20511,3029,t
20522,3809,t
20544,3789,t
20544,23733,t
20547,4039,t
20568,13455,t
20569,19124,t
20570,13594,t
20573,11956,t
20573,14343,t
20577,19766,t
20578,15184,t
20584,6508,t
20592,10482,t
20601,4098,t
20604,11689,t
20619,30163,t
20627,17110,t
20637,22247,t
20638,18844,t
20642,30214,t
20649,13798,t
20675,1496,t
20682,4249,t
20682,20141,t
20688,29109,t
20693,25054,t
20702,14828,t
20741,3652,t
20712,16998,t
20713,21949,t
20726,5487,t
20734,26462,t
20734,30854,t
20748,6294,t
20748,22691,t
20755,9736,t
20760,22515,t
20760,22946,t
20788,19257,t
20767,25258,t
20778,16417,t
20798,24393,t
20801,12458,t
20801,12503,t
20802,29367,t
20811,7970,t
20813,28726,t
20815,2750,t
20842,6454,t
20871,8541,t
20871,9336,t
29714,29185,t
20929,23367,t
20889,20152,t
20899,17242,t
20902,3961,t
20922,3132,t
20904,18946,t
20927,29418,t
20927,30207,t
20951,2573,t
20956,17753,t
20956,27175,t
20957,1334,t
20957,14991,t
20961,273,t
21066,7437,t
20985,25542,t
20988,12847,t
21017,5194,t
21028,5344,t
21036,12733,t
21036,17585,t
21037,5079,t
21057,61,t
21057,29108,t
21060,2203,t
21063,12922,t
21064,5519,t
21071,837,t
21071,9979,t
21084,14377,t
21085,923,t
21085,30825,t
21104,1943,t
21110,10100,t
21116,21997,t
21123,18702,t
21151,26347,t
21155,19999,t
21162,22440,t
21170,8919,t
21182,7266,t
21182,20394,t
21184,6515,t
21211,23263,t
21211,28925,t
21215,6263,t
21217,3159,t
21249,20453,t
21251,13164,t
21279,10812,t
21279,17209,t
21314,7508,t
21315,30877,t
21319,29238,t
21301,3514,t
21307,6013,t
21321,12308,t
21336,10971,t
21355,27324,t
21360,17664,t
21360,26109,t
21361,8637,t
21371,12414,t
21377,13417,t
21390,13857,t
21406,23157,t
21436,30232,t
21755,12497,t
21423,3627,t
21427,3404,t
21474,5860,t
21489,6141,t
21498,10714,t
21516,7992,t
21518,6292,t
21519,14623,t
21529,20000,t
21537,29479,t
21542,11685,t
21542,16947,t
21556,7894,t
21558,6991,t
21558,27349,t
21653,17834,t
21653,26444,t
21574,25083,t
21575,27801,t
21576,22337,t
21577,17462,t
21586,16469,t
21598,1501,t
21599,28592,t
21610,10641,t
21613,1384,t
21616,16469,t
21617,12962,t
21639,9031,t
21650,29453,t
21669,28411,t
21673,29091,t
21697,10338,t
21740,29483,t
21709,8665,t
21713,9197,t
21738,29309,t
21744,23380,t
21746,29611,t
21747,3077,t
21747,12721,t
21753,5314,t
21754,29535,t
21762,7697,t
21793,150,t
21774,27994,t
21775,23749,t
21776,9914,t
21776,21853,t
21780,25891,t
21788,18440,t
21794,28551,t
21801,10608,t
21801,19127,t
21812,23618,t
21831,27785,t
21831,9351,t
21831,19904,t
21835,29265,t
21841,6529,t
21841,6635,t
21851,5716,t
21853,21776,t
21859,12340,t
21873,13199,t
21883,20952,t
21915,26491,t
21932,12514,t
21933,21655,t
21948,24254,t
21948,27071,t
21949,20713,t
21975,9997,t
21983,13417,t
21997,21116,t
22011,19876,t
22015,4907,t
22022,6107,t
22023,27406,t
22042,3634,t
22043,741,t
22043,25003,t
22045,4039,t
22051,4410,t
22052,12681,t
22095,13783,t
22076,24791,t
22136,3781,t
22116,10279,t
22126,22645,t
22176,7546,t
22153,6734,t
22191,29815,t
22196,8743,t
29426,22769,t
22218,3884,t
22229,24401,t
22231,3250,t
22239,29950,t
22242,16229,t
22245,4447,t
22247,20637,t
22267,4031,t
22272,11344,t
22279,22653,t
22290,13018,t
22314,5133,t
22330,4879,t
22330,14390,t
22336,27661,t
22352,4006,t
22488,1718,t
22373,18016,t
22378,25531,t
22419,29245,t
22425,22815,t
22446,14104,t
22446,28585,t
22455,607,t
22455,2577,t
22462,30329,t
22499,6703,t
22468,10719,t
22470,14379,t
22471,18783,t
22469,3382,t
22490,6750,t
22490,6831,t
22490,20065,t
22505,20284,t
22515,20760,t
22533,30564,t
22535,13071,t
22536,12733,t
22548,11373,t
22556,25783,t
22559,18261,t
22568,29365,t
22583,27153,t
22583,28593,t
22594,6276,t
22598,17459,t
22632,19809,t
22643,23981,t
22645,22126,t
22653,22279,t
22663,4053,t
22663,5879,t
22664,2595,t
22684,24133,t
22686,27162,t
22691,6267,t
22691,20748,t
22766,11684,t
22766,18268,t
22697,10717,t
22697,24219,t
22700,1897,t
22700,11667,t
22712,25857,t
22713,10660,t
22719,12060,t
22831,15305,t
22756,10182,t
22768,4748,t
22769,29426,t
22773,30403,t
22790,25559,t
22843,4205,t
22815,22425,t
22822,15009,t
22822,17709,t
22839,13674,t
22840,1029,t
22840,11374,t
22855,6541,t
22879,29146,t
22880,6211,t
22882,7199,t
22887,24540,t
22894,26655,t
22906,5477,t
22906,23006,t
22969,7279,t
22933,11639,t
22940,6273,t
22940,6383,t
22946,20760,t
22948,242,t
22958,5984,t
22968,10903,t
22981,25350,t
23006,22906,t
23016,29524,t
23080,17571,t
23091,10696,t
23091,24744,t
23102,15073,t
23102,30220,t
23107,26526,t
23113,29418,t
23114,1540,t
23117,1259,t
23146,29483,t
23157,3838,t
23157,21406,t
23181,8227,t
23227,20284,t
23227,13504,t
23189,11305,t
23194,24137,t
23199,13024,t
23199,25842,t
23201,4189,t
23204,4855,t
23204,7901,t
29941,25644,t
23212,5225,t
23217,17606,t
23225,28988,t
23256,13483,t
23263,21211,t
23270,23515,t
23277,4050,t
23278,6378,t
23287,7496,t
23291,29764,t
23294,19517,t
23294,23904,t
23299,19254,t
23299,23447,t
23307,27330,t
23311,4351,t
23352,5000,t
23354,11348,t
23361,4372,t
23367,20929,t
23380,21744,t
23392,282,t
23392,25856,t
29942,7643,t
29942,11133,t
23419,24078,t
23447,23299,t
23450,2264,t
23452,24422,t
23481,14662,t
23478,8466,t
23479,8037,t
23479,24202,t
23464,153,t
23464,17523,t
23500,29823,t
23508,1847,t
23511,17014,t
23515,23270,t
23517,10768,t
23519,11397,t
23519,11425,t
23523,5502,t
23523,29464,t
23525,11999,t
23532,30622,t
23533,14590,t
23550,21605,t
23555,26317,t
29660,14078,t
23591,30205,t
23740,19959,t
23618,21812,t
23629,1841,t
23631,4954,t
23637,12792,t
23639,19128,t
23641,28137,t
23661,7238,t
23684,29268,t
23711,6349,t
23716,14510,t
23928,8147,t
23725,8746,t
23733,20544,t
23738,10829,t
23747,13539,t
23749,21775,t
23767,7971,t
23769,27629,t
23771,4966,t
23771,16324,t
23772,14003,t
23789,485,t
23791,6135,t
23796,6493,t
23798,4597,t
23798,17814,t
23800,4365,t
23830,28328,t
23869,27298,t
23884,7574,t
23899,13364,t
23904,19578,t
23904,23294,t
23917,12803,t
23917,18270,t
23924,29365,t
23963,3947,t
23963,28616,t
23964,7987,t
23966,12006,t
23970,17943,t
23977,5754,t
23981,22643,t
23981,24332,t
23984,8461,t
23992,24228,t
23995,29823,t
23998,389,t
23999,2777,t
23999,26387,t
24021,6931,t
24023,19012,t
24034,6095,t
24074,3964,t
24075,13221,t
24075,27765,t
24049,5313,t
24077,19669,t
24078,8023,t
24078,23419,t
24093,1574,t
24101,4624,t
24131,5609,t
24131,6030,t
24133,22684,t
24137,23194,t
24159,4137,t
24172,29311,t
24182,30873,t
24195,13510,t
24197,29551,t
24197,30260,t
24202,23479,t
24206,2994,t
24209,26508,t
24211,12283,t
24219,22697,t
24226,696,t
24228,23992,t
24241,28256,t
24254,21948,t
24258,27991,t
24259,1216,t
24259,29709,t
24410,7644,t
24271,24956,t
24273,5308,t
24273,30207,t
24286,12448,t
24904,1054,t
24316,18007,t
24329,6025,t
24332,23981,t
24336,11632,t
24358,4923,t
24369,8862,t
24381,9193,t
24393,20798,t
24400,25900,t
24401,22229,t
24404,8456,t
24417,17709,t
24422,23452,t
24432,6303,t
24433,12476,t
24433,19300,t
24447,3770,t
24695,28665,t
24471,4798,t
24503,2035,t
24554,24742,t
24531,6379,t
24540,22887,t
24551,1501,t
24551,7701,t
24564,19124,t
24573,10298,t
24575,3589,t
24575,10878,t
24577,25161,t
24580,17261,t
24582,6673,t
24585,26426,t
24609,7025,t
24611,6271,t
24618,15389,t
24618,24760,t
24630,13604,t
24631,3521,t
24663,26541,t
24663,30166,t
24665,30966,t
24672,29747,t
24749,26931,t
24716,19123,t
24718,11836,t
24718,18185,t
24720,27206,t
24742,24554,t
24744,23091,t
24760,24618,t
24775,14667,t
24820,7937,t
24826,4581,t
24828,18382,t
24836,13776,t
24844,2062,t
24847,3606,t
24857,17698,t
24872,906,t
24880,5074,t
24883,30152,t
24908,17958,t
24909,3970,t
24928,5719,t
24931,16428,t
24956,24271,t
25006,30102,t
25013,5934,t
24997,1028,t
24997,13094,t
25002,6859,t
25003,22043,t
25004,14510,t
25025,26729,t
25033,19526,t
25040,22494,t
25051,7956,t
25054,20693,t
25109,29339,t
25074,12250,t
25083,21574,t
25098,5039,t
25101,13943,t
25103,3861,t
25103,27775,t
25118,8726,t
25120,17147,t
25135,19071,t
25161,1774,t
25161,24577,t
25391,1750,t
25200,25856,t
25200,27468,t
25232,29611,t
25234,30890,t
25258,20767,t
25242,6765,t
25255,1199,t
25271,4505,t
25280,18503,t
25294,22600,t
25302,11465,t
25319,5909,t
25345,2069,t
25350,22981,t
25352,4379,t
25352,12186,t
25371,17140,t
25374,27522,t
25411,916,t
25411,945,t
25415,8222,t
25417,7704,t
25438,26646,t
25440,4518,t
25440,30027,t
25446,30961,t
25450,29607,t
25456,26799,t
25455,14051,t
25455,24264,t
25463,5304,t
25480,12637,t
25487,18100,t
25494,1199,t
25498,3015,t
25504,2783,t
25507,10315,t
25514,6162,t
25597,1031,t
25522,11688,t
25525,30355,t
25527,6170,t
25529,27533,t
25531,7393,t
25531,22378,t
25532,5107,t
25534,27500,t
25536,6116,t
25542,6549,t
25542,20985,t
25550,1629,t
25559,22790,t
25561,8693,t
25562,13479,t
25584,29532,t
25593,3208,t
25609,28497,t
25737,18757,t
25635,512,t
25635,12044,t
25644,29941,t
25647,5144,t
25648,18481,t
25656,14503,t
25656,14518,t
25666,4822,t
25675,1103,t
25679,1198,t
25679,19980,t
25687,11804,t
25973,6187,t
25707,6582,t
25690,7078,t
25697,13312,t
25712,26661,t
25771,7082,t
25781,8227,t
25781,18496,t
25783,22556,t
25787,6342,t
25799,18037,t
25805,11956,t
25828,9567,t
25829,21004,t
25829,23355,t
25834,2789,t
25838,5380,t
25842,13132,t
25842,23199,t
26005,4841,t
25852,4282,t
26061,10994,t
25856,23392,t
25856,25200,t
25857,13012,t
25857,22712,t
25858,13102,t
25863,29289,t
25921,2535,t
25921,2693,t
25870,9804,t
25877,27861,t
25883,10992,t
25891,21780,t
25900,24400,t
25900,29509,t
25916,7702,t
25949,8734,t
25954,7968,t
25954,7996,t
25969,17591,t
25986,29287,t
26016,5869,t
26034,16730,t
26040,27038,t
26217,6816,t
26217,26685,t
26079,20455,t
26086,7229,t
26184,26584,t
26163,20287,t
26108,11791,t
26109,21360,t
26114,27691,t
26115,16124,t
26138,13742,t
26140,1744,t
26140,27418,t
26195,7199,t
26189,27092,t
26190,28585,t
26196,27668,t
26267,3376,t
26267,3434,t
26267,27271,t
26319,145,t
26221,8819,t
26229,241,t
26230,7666,t
26234,26335,t
26320,22847,t
26320,22970,t
26250,6488,t
26250,28527,t
26251,10724,t
26321,9596,t
26321,30749,t
26264,16761,t
26299,29363,t
26300,30461,t
26309,17192,t
26312,3855,t
26317,23555,t
26335,26234,t
26344,30941,t
26347,21151,t
26352,7721,t
26354,19223,t
26354,29666,t
26362,23665,t
26365,22492,t
26379,24572,t
26379,6334,t
26786,12046,t
26387,2777,t
26387,23999,t
26394,5852,t
26396,28350,t
26404,3859,t
26404,30946,t
26414,17079,t
26423,23174,t
26426,12119,t
26426,24585,t
26433,7672,t
26433,25738,t
26433,11927,t
26435,1339,t
26443,5501,t
26444,6195,t
26444,21653,t
26447,1276,t
26432,8711,t
26448,17657,t
26451,20119,t
26458,18724,t
26462,20734,t
26479,12376,t
26491,21915,t
26496,13132,t
26503,28933,t
26506,28110,t
26508,1981,t
26508,24209,t
26509,12769,t
26521,14471,t
26521,29476,t
26526,23107,t
26527,26728,t
26537,37,t
26537,12283,t
26541,24663,t
26553,6925,t
26558,18106,t
26570,11849,t
26575,27615,t
26577,30854,t
26579,10751,t
26584,26184,t
26586,19589,t
26683,17389,t
26618,28080,t
26620,7789,t
26639,2497,t
26646,25438,t
26647,29661,t
26648,7357,t
26648,28213,t
26651,3277,t
26655,22894,t
26661,25712,t
26663,8730,t
26668,12021,t
26674,27226,t
26682,9758,t
26685,26217,t
26759,8421,t
26722,5421,t
26722,19685,t
26727,7219,t
26727,26826,t
26728,8523,t
26728,26527,t
26729,1375,t
26729,25025,t
26742,18403,t
26744,4289,t
26744,11582,t
26752,5898,t
26791,2814,t
26793,285,t
26826,26727,t
26799,6932,t
26799,25456,t
26801,29542,t
26831,15451,t
26856,2016,t
