arterycode,centreline_id,direction,sideofint,match_on_case,artery_type
31073,439864,Westbound,E,7,2
31073,439899,Westbound,W,7,2
31075,14065264,Eastbound,E,6,2
31075,20231258,Eastbound,W,6,2
31075,20230744,Northbound,N,6,2
31075,20230744,Southbound,N,6,2
31075,14065264,Westbound,E,6,2
31075,20231258,Westbound,W,6,2
31076,335,Northbound,N,6,2
31076,364,Northbound,S,6,2
31076,335,Southbound,N,6,2
31076,364,Southbound,S,6,2
31077,8408375,Northbound,S,8,2
31077,8408375,Southbound,S,8,2
31078,7530514,Eastbound,W,7,2
31078,914166,Northbound,N,7,2
31078,914164,Northbound,S,7,2
31078,914166,Southbound,N,7,2
31078,914164,Southbound,S,7,2
31078,7530514,Westbound,W,7,2
31080,14067387,Northbound,S,1,1
31081,30062735,Eastbound,E,6,2
31081,1138891,Eastbound,W,6,2
31081,30062735,Westbound,E,6,2
31081,1138891,Westbound,W,6,2
31082,11631521,Eastbound,E,6,2
31082,10133200,Eastbound,W,6,2
31082,1139346,Northbound,N,6,2
31082,1139346,Southbound,N,6,2
31082,11631521,Westbound,E,6,2
31082,10133200,Westbound,W,6,2
31083,14042269,Eastbound,E,6,2
31083,1145401,Eastbound,W,6,2
31083,14017871,Northbound,N,6,2
31083,14017984,Northbound,S,6,2
31083,14017871,Southbound,N,6,2
31083,14017984,Southbound,S,6,2
31083,14042269,Westbound,E,6,2
31083,1145401,Westbound,W,6,2
31084,1146609,Eastbound,E,6,2
31084,20117926,Eastbound,W,6,2
31084,14018551,Northbound,N,6,2
31084,14024656,Northbound,S,6,2
31084,14018551,Southbound,N,6,2
31084,14024656,Southbound,S,6,2
31084,1146609,Westbound,E,6,2
31084,20117926,Westbound,W,6,2
31085,20034541,Eastbound,E,6,2
31085,20034591,Eastbound,W,6,2
31085,30065648,Northbound,N,6,2
31085,30064524,Northbound,S,6,2
31085,30065648,Southbound,N,6,2
31085,30064524,Southbound,S,6,2
31085,20034541,Westbound,E,6,2
31085,20034591,Westbound,W,6,2
31086,14043327,Eastbound,E,6,2
31086,14043044,Eastbound,W,6,2
31086,14043228,Northbound,S,6,2
31086,14043228,Southbound,S,6,2
31086,14043327,Westbound,E,6,2
31086,14043044,Westbound,W,6,2
31087,5266209,Eastbound,E,6,2
31087,11835383,Eastbound,W,6,2
31087,9038447,Northbound,N,6,2
31087,9038447,Southbound,N,6,2
31087,5266209,Westbound,E,6,2
31087,11835383,Westbound,W,6,2
31088,20117926,Eastbound,E,7,2
31088,30018526,Eastbound,W,7,2
31088,20117870,Northbound,S,7,2
31088,20117870,Southbound,S,7,2
31088,20117926,Westbound,E,7,2
31088,30018526,Westbound,W,7,2
31089,437752,Eastbound,E,6,2
31089,437811,Eastbound,W,6,2
31089,437753,Northbound,N,6,2
31089,437846,Northbound,S,6,2
31089,437753,Southbound,N,6,2
31089,437846,Southbound,S,6,2
31089,437752,Westbound,E,6,2
31089,437811,Westbound,W,6,2
31090,8896495,Eastbound,W,6,2
31090,8896527,Northbound,N,6,2
31090,705,Northbound,S,6,2
31090,8896527,Southbound,N,6,2
31090,705,Southbound,S,6,2
31090,8896495,Westbound,W,6,2
31095,7553178,Eastbound,E,6,2
31095,7553262,Eastbound,W,6,2
31095,14018560,Northbound,N,6,2
31095,14018560,Southbound,N,6,2
31095,7553178,Westbound,E,6,2
31095,7553262,Westbound,W,6,2
31097,436460,Eastbound,E,7,2
31097,436461,Northbound,N,7,2
31097,436598,Northbound,S,7,2
31097,436461,Southbound,N,7,2
31097,436598,Southbound,S,7,2
31097,436460,Westbound,E,7,2
31098,14660467,Eastbound,E,6,2
31098,14660466,Eastbound,W,6,2
31098,14660490,Northbound,N,6,2
31098,14660490,Southbound,N,6,2
31098,14660467,Westbound,E,6,2
31098,14660466,Westbound,W,6,2
31099,20059060,Eastbound,E,7,2
31099,20059059,Eastbound,W,7,2
31099,20059060,Westbound,E,7,2
31099,20059059,Westbound,W,7,2
31100,20155602,Eastbound,E,6,2
31100,437148,Eastbound,W,6,2
31100,7288094,Northbound,S,6,2
31100,7288094,Southbound,S,6,2
31100,20155602,Westbound,E,6,2
31100,437148,Westbound,W,6,2
31101,107597,Eastbound,W,6,2
31101,107543,Northbound,N,6,2
31101,107739,Northbound,S,6,2
31101,107543,Southbound,N,6,2
31101,107739,Southbound,S,6,2
31101,107597,Westbound,W,6,2
31102,439723,Eastbound,E,6,2
31102,7118475,Northbound,N,6,2
31102,7103121,Northbound,S,6,2
31102,7118475,Southbound,N,6,2
31102,7103121,Southbound,S,6,2
31102,439723,Westbound,E,6,2
31103,9694593,Eastbound,E,6,2
31103,9694711,Eastbound,W,6,2
31103,444833,Northbound,N,6,2
31103,444833,Southbound,N,6,2
31103,9694593,Westbound,E,6,2
31103,9694711,Westbound,W,6,2
31104,443565,Eastbound,E,6,2
31104,443646,Eastbound,W,6,2
31104,7111005,Northbound,N,6,2
31104,443684,Northbound,S,6,2
31104,7111005,Southbound,N,6,2
31104,443684,Southbound,S,6,2
31104,443565,Westbound,E,6,2
31104,443646,Westbound,W,6,2
31105,1140993,Eastbound,E,6,2
31105,7940701,Eastbound,W,6,2
31105,1140994,Northbound,N,6,2
31105,1140994,Southbound,N,6,2
31105,1140993,Westbound,E,6,2
31105,7940701,Westbound,W,6,2
31106,443949,Eastbound,W,6,2
31106,11342624,Northbound,N,6,2
31106,443969,Northbound,S,6,2
31106,11342624,Southbound,N,6,2
31106,443969,Southbound,S,6,2
31106,443949,Westbound,W,6,2
31107,109502,Eastbound,E,6,2
31107,109503,Northbound,N,6,2
31107,109621,Northbound,S,6,2
31107,109503,Southbound,N,6,2
31107,109621,Southbound,S,6,2
31107,109502,Westbound,E,6,2
31108,2374639,Eastbound,E,6,2
31108,103111,Northbound,N,6,2
31108,20050471,Northbound,S,6,2
31108,103111,Southbound,N,6,2
31108,20050471,Southbound,S,6,2
31108,2374639,Westbound,E,6,2
31110,417,Northbound,N,1,1
31111,14663886,Eastbound,E,1,1
31112,10154475,Northbound,N,1,1
31113,112131,Westbound,E,1,1
31114,112131,Eastbound,E,1,1
31115,10144951,Southbound,S,1,1
31117,30078479,Westbound,W,2,1
31119,20232386,Eastbound,E,6,2
31119,12387603,Eastbound,W,6,2
31119,20232413,Northbound,S,6,2
31119,20232413,Southbound,S,6,2
31119,20232386,Westbound,E,6,2
31119,12387603,Westbound,W,6,2
31120,437148,Westbound,E,3,1
31121,20155602,Westbound,E,1,1
31122,20155602,Eastbound,E,3,1
31123,441577,Westbound,E,1,1
31124,30075913,Eastbound,E,2,1
31125,11272534,Eastbound,E,8,2
31125,11272534,Westbound,E,8,2
31126,4435020,Eastbound,E,7,2
31126,9392838,Eastbound,W,7,2
31126,105462,Northbound,N,7,2
31126,7514990,Northbound,S,7,2
31126,105462,Southbound,N,7,2
31126,7514990,Southbound,S,7,2
31126,4435020,Westbound,E,7,2
31126,9392838,Westbound,W,7,2
31127,,'','',9,2
31128,30075913,Westbound,E,2,1
31129,6319188,Eastbound,E,6,2
31129,7973763,Northbound,N,6,2
31129,7973682,Northbound,S,6,2
31129,7973763,Southbound,N,6,2
31129,7973682,Southbound,S,6,2
31129,6319188,Westbound,E,6,2
31130,8321529,Eastbound,E,6,2
31130,14037084,Eastbound,W,6,2
31130,1144111,Northbound,N,6,2
31130,1144111,Southbound,N,6,2
31130,8321529,Westbound,E,6,2
31130,14037084,Westbound,W,6,2
31131,185,Eastbound,W,6,2
31131,162,Northbound,N,6,2
31131,187,Northbound,S,6,2
31131,162,Southbound,N,6,2
31131,187,Southbound,S,6,2
31131,185,Westbound,W,6,2
31132,912797,Eastbound,E,6,2
31132,8087385,Northbound,N,6,2
31132,8087369,Northbound,S,6,2
31132,8087385,Southbound,N,6,2
31132,8087369,Southbound,S,6,2
31132,912797,Westbound,E,6,2
31133,1141282,Eastbound,E,6,2
31133,7683916,Eastbound,W,6,2
31133,7683931,Northbound,N,6,2
31133,7684032,Northbound,S,6,2
31133,7683931,Southbound,N,6,2
31133,7684032,Southbound,S,6,2
31133,1141282,Westbound,E,6,2
31133,7683916,Westbound,W,6,2
31134,111840,Eastbound,E,1,1
31135,111840,Westbound,E,1,1
31136,20110688,Eastbound,E,12,1
31137,20110688,Westbound,E,12,1
31138,30073536,Northbound,S,12,1
31139,30073536,Southbound,S,12,1
31141,20051975,Northbound,N,2,1
31142,20051975,Southbound,N,2,1
31143,20051949,Northbound,N,2,1
31144,20051949,Southbound,N,2,1
31145,467,Eastbound,E,6,2
31145,472,Eastbound,W,6,2
31145,535,Northbound,S,6,2
31145,535,Southbound,S,6,2
31145,467,Westbound,E,6,2
31145,472,Westbound,W,6,2
31146,108914,Eastbound,E,6,2
31146,108915,Northbound,N,6,2
31146,109360,Northbound,S,6,2
31146,108915,Southbound,N,6,2
31146,109360,Southbound,S,6,2
31146,108914,Westbound,E,6,2
31147,102954,Eastbound,E,6,2
31147,102974,Eastbound,W,6,2
31147,2458246,Northbound,S,6,2
31147,2458246,Southbound,S,6,2
31147,102954,Westbound,E,6,2
31147,102974,Westbound,W,6,2
31148,7762706,Eastbound,E,6,2
31148,1143548,Northbound,N,6,2
31148,30058427,Northbound,S,6,2
31148,1143548,Southbound,N,6,2
31148,30058427,Southbound,S,6,2
31148,7762706,Westbound,E,6,2
31149,105968,Eastbound,E,6,2
31149,106011,Eastbound,W,6,2
31149,106141,Northbound,S,6,2
31149,106141,Southbound,S,6,2
31149,105968,Westbound,E,6,2
31149,106011,Westbound,W,6,2
31150,11048229,Eastbound,E,6,2
31150,110423,Eastbound,W,6,2
31150,110494,Northbound,S,6,2
31150,110494,Southbound,S,6,2
31150,11048229,Westbound,E,6,2
31150,110423,Westbound,W,6,2
31151,8435,Eastbound,E,6,2
31151,8468,Eastbound,W,6,2
31151,8436,Northbound,N,6,2
31151,14072000,Northbound,S,6,2
31151,8436,Southbound,N,6,2
31151,14072000,Southbound,S,6,2
31151,8435,Westbound,E,6,2
31151,8468,Westbound,W,6,2
31152,7974513,Eastbound,W,6,2
31152,7974776,Northbound,N,6,2
31152,7974730,Northbound,S,6,2
31152,7974776,Southbound,N,6,2
31152,7974730,Southbound,S,6,2
31152,7974513,Westbound,W,6,2
31153,7974513,Eastbound,E,6,2
31153,12562232,Eastbound,W,6,2
31153,10258008,Northbound,N,6,2
31153,1142483,Northbound,S,6,2
31153,10258008,Southbound,N,6,2
31153,1142483,Southbound,S,6,2
31153,7974513,Westbound,E,6,2
31153,12562232,Westbound,W,6,2
31154,30009802,Eastbound,E,6,2
31154,7974709,Eastbound,W,6,2
31154,20360582,Northbound,N,6,2
31154,20360582,Southbound,N,6,2
31154,30009802,Westbound,E,6,2
31154,7974709,Westbound,W,6,2
31155,112678,Eastbound,E,6,2
31155,784,Northbound,N,6,2
31155,794,Northbound,S,6,2
31155,784,Southbound,N,6,2
31155,794,Southbound,S,6,2
31155,112678,Westbound,E,6,2
31156,4512492,Eastbound,E,6,2
31156,109258,Eastbound,W,6,2
31156,109223,Northbound,N,6,2
31156,109223,Southbound,N,6,2
31156,4512492,Westbound,E,6,2
31156,109258,Westbound,W,6,2
31157,,'','',9,2
31158,14067386,Southbound,N,1,1
31159,20141111,Westbound,W,2,1
31160,14232499,Eastbound,E,1,1
31161,7103121,Northbound,N,1,1
31162,7103121,Southbound,N,1,1
31163,14659533,Northbound,N,1,1
31164,14659533,Southbound,N,1,1
31165,1140095,Northbound,N,1,1
31166,1140095,Southbound,N,1,1
31167,1140724,Westbound,W,1,1
31168,20034373,Eastbound,W,2,1
31169,20034373,Westbound,W,2,1
31170,104469,Eastbound,E,6,2
31170,104479,Eastbound,W,6,2
31170,104469,Westbound,E,6,2
31170,104479,Westbound,W,6,2
31171,9950169,Eastbound,E,6,2
31171,9950095,Northbound,N,6,2
31171,14627961,Northbound,S,6,2
31171,9950095,Southbound,N,6,2
31171,14627961,Southbound,S,6,2
31171,9950169,Westbound,E,6,2
31172,7992364,Northbound,N,1,1
31173,7992364,Southbound,E,1,1
31174,6291702,Northbound,S,1,1
31175,6291825,Northbound,S,1,1
31176,6291825,Southbound,S,1,1
31177,912633,Northbound,S,1,1
31178,912534,Southbound,N,1,1
31179,109503,Southbound,N,1,1
31180,20050470,Northbound,S,2,1
31183,30005958,Eastbound,E,6,2
31183,30005957,Eastbound,W,6,2
31183,30013610,Northbound,N,6,2
31183,30013610,Southbound,N,6,2
31183,30005958,Westbound,E,6,2
31183,30005957,Westbound,W,6,2
31184,30005949,Eastbound,E,6,2
31184,30024489,Eastbound,W,6,2
31184,30005931,Northbound,N,6,2
31184,30005932,Northbound,S,6,2
31184,30005931,Southbound,N,6,2
31184,30005932,Southbound,S,6,2
31184,30005949,Westbound,E,6,2
31184,30024489,Westbound,W,6,2
31185,6291701,Southbound,N,1,1
31186,6291701,Northbound,N,1,1
31187,14660466,Eastbound,E,6,2
31187,104501,Eastbound,W,6,2
31187,20033697,Northbound,N,6,2
31187,20033697,Southbound,N,6,2
31187,14660466,Westbound,E,6,2
31187,104501,Westbound,W,6,2
31188,,'','',9,2
31189,110555,Southbound,S,1,1
31190,110555,Northbound,S,1,1
31191,110697,Northbound,S,1,1
31192,110697,Southbound,S,1,1
31193,103377,Eastbound,E,12,1
31194,103377,Westbound,E,12,1
31195,103308,Eastbound,E,12,1
31196,103308,Westbound,E,12,1
31197,103455,Northbound,N,1,1
31198,103455,Southbound,N,1,1
31200,111461,Southbound,S,1,1
31201,111461,Northbound,S,1,1
31202,6242227,Southbound,N,1,1
31203,6242227,Northbound,N,1,1
31204,107363,Westbound,W,1,1
31205,107363,Eastbound,W,1,1
31206,14661322,Northbound,S,1,1
31207,14661322,Southbound,S,1,1
31208,107617,Northbound,S,12,1
31209,107617,Southbound,S,12,1
31210,7475,Eastbound,W,1,1
31211,443742,Westbound,E,1,1
31212,443742,Eastbound,E,1,1
31214,9531557,Eastbound,W,1,1
31215,9531557,Westbound,W,1,1
31216,436326,Westbound,W,1,1
31217,444093,Westbound,E,1,1
31218,436786,Eastbound,E,1,1
31219,436786,Westbound,E,1,1
31220,3083026,Westbound,W,1,1
31221,3083026,Eastbound,W,1,1
31222,443608,Northbound,S,1,1
31223,443608,Southbound,S,1,1
31224,443733,Northbound,S,1,1
31225,443733,Southbound,S,1,1
31226,443133,Eastbound,E,1,1
31227,443133,Westbound,E,1,1
31228,445694,Southbound,S,1,1
31229,445694,Northbound,S,1,1
31230,443230,Eastbound,E,1,1
31231,443230,Westbound,E,1,1
31232,440851,Westbound,E,1,1
31233,440851,Eastbound,E,1,1
31234,437386,Westbound,E,1,1
31235,437386,Eastbound,E,1,1
31236,,'','',9,2
31237,7994658,Eastbound,E,1,1
31238,7994658,Westbound,E,1,1
31239,14014678,Northbound,S,1,1
31240,14677748,Eastbound,E,6,2
31240,10011025,Eastbound,W,6,2
31240,446643,Northbound,N,6,2
31240,446643,Southbound,N,6,2
31240,14677748,Westbound,E,6,2
31240,10011025,Westbound,W,6,2
31241,103329,Northbound,N,6,2
31241,103396,Northbound,S,6,2
31241,103329,Southbound,N,6,2
31241,103396,Southbound,S,6,2
31242,30068179,Northbound,S,2,1
31243,30068179,Southbound,S,2,1
31245,7553715,Northbound,S,1,1
31246,7553715,Southbound,S,1,1
31247,14046051,Eastbound,E,1,1
31248,14046051,Westbound,E,1,1
31249,7973682,Northbound,S,5,1
31250,7973763,Southbound,N,3,1
31251,1141561,Northbound,S,1,1
31252,14037083,Eastbound,E,1,1
31253,14037083,Westbound,E,1,1
31254,8353597,Eastbound,E,1,1
31255,8353597,Westbound,E,1,1
31256,14012141,Northbound,S,1,1
31257,30017352,Southbound,S,2,1
31258,7514990,Northbound,S,1,1
31259,7514990,Southbound,S,1,1
31261,9847316,Westbound,W,1,1
31262,9246510,Northbound,S,1,1
31263,9246522,Southbound,N,1,1
31264,2286552,Westbound,E,1,1
31265,9694595,Southbound,S,1,1
31266,9694595,Northbound,S,1,1
31267,187,Southbound,S,1,1
31269,187,Northbound,S,1,1
31270,847,Southbound,S,1,1
31271,847,Northbound,S,1,1
31272,109360,Northbound,N,1,1
31273,104469,Eastbound,E,1,1
31274,104469,Westbound,E,1,1
31275,11048229,Eastbound,W,1,1
31276,11048229,Westbound,W,1,1
31277,440535,Eastbound,E,6,2
31277,440167,Eastbound,W,6,2
31277,11414974,Northbound,N,6,2
31277,11414974,Southbound,N,6,2
31277,440535,Westbound,E,6,2
31277,440167,Westbound,W,6,2
31278,9267,Eastbound,E,6,2
31278,9268,Northbound,N,6,2
31278,9283,Northbound,S,6,2
31278,9268,Southbound,N,6,2
31278,9283,Southbound,S,6,2
31278,9267,Westbound,E,6,2
31279,109470,Eastbound,E,6,2
31279,109471,Northbound,N,6,2
31279,2820773,Northbound,S,6,2
31279,109471,Southbound,N,6,2
31279,2820773,Southbound,S,6,2
31279,109470,Westbound,E,6,2
31280,14184414,Eastbound,E,6,2
31280,30059936,Northbound,N,6,2
31280,30062621,Northbound,S,6,2
31280,30059936,Southbound,N,6,2
31280,30062621,Southbound,S,6,2
31280,14184414,Westbound,E,6,2
31281,30071257,Eastbound,E,2,1
31282,30071257,Westbound,E,2,1
31283,14198300,Eastbound,E,1,1
31284,14198300,Westbound,E,1,1
31285,20235732,Northbound,S,2,1
31286,20235732,Southbound,S,2,1
31287,8210971,Eastbound,E,1,1
31288,8210971,Westbound,W,1,1
31289,2917523,Eastbound,E,1,1
31290,2917523,Westbound,E,1,1
31291,14014360,Eastbound,E,1,1
31292,30055589,Eastbound,W,2,1
31293,30055589,Westbound,W,2,1
31294,6494983,Northbound,N,1,1
31295,10582673,Southbound,N,1,1
31296,9950095,Southbound,S,1,1
31297,14627961,Northbound,N,1,1
31298,14017840,Northbound,N,1,1
31299,14017840,Southbound,N,1,1
31300,14068851,Eastbound,W,1,1
31301,14072157,Westbound,E,1,1
31302,14072000,Northbound,S,1,1
31303,8436,Southbound,N,1,1
31304,446105,Northbound,N,1,1
31305,446105,Southbound,N,1,1
31306,11226874,Eastbound,E,1,1
31307,11226874,Westbound,E,1,1
31308,10155280,Eastbound,W,1,1
31309,10155280,Westbound,W,1,1
31310,10010682,Northbound,N,1,1
31311,10010694,Southbound,N,1,1
31313,441170,Southbound,S,1,1
31314,441158,Northbound,S,1,1
31315,443975,Southbound,N,1,1
31316,443965,Northbound,N,1,1
31317,445309,Southbound,S,1,1
31318,445280,Northbound,S,1,1
31319,20080518,Southbound,S,1,1
31320,13969576,Southbound,N,1,1
31322,444102,Southbound,S,1,1
31323,20080504,Southbound,S,1,1
31324,444336,Southbound,S,1,1
31326,444987,Southbound,N,1,1
31327,445326,Southbound,N,1,1
31328,13503206,Southbound,S,1,1
31329,13503207,Southbound,N,1,1
31330,13503251,Southbound,N,1,1
31331,13503217,Southbound,N,1,1
31332,8708889,Northbound,S,1,1
31333,13503218,Southbound,N,1,1
31334,,'','',9,2
31335,9909636,Eastbound,E,6,2
31335,7569551,Eastbound,W,6,2
31335,14018050,Northbound,N,6,2
31335,14018050,Southbound,N,6,2
31335,9909636,Westbound,E,6,2
31335,7569551,Westbound,W,6,2
31336,14014678,Southbound,S,1,1
31337,30017352,Northbound,S,2,1
31338,7576548,Southbound,S,1,1
31339,,'','',9,1
31340,438822,Eastbound,E,7,2
31340,438843,Eastbound,W,7,2
31340,7640400,Northbound,N,7,2
31340,438907,Northbound,S,7,2
31340,7640400,Southbound,N,7,2
31340,438907,Southbound,S,7,2
31340,438822,Westbound,E,7,2
31340,438843,Westbound,W,7,2
31343,440453,Eastbound,W,7,2
31343,440427,Northbound,N,7,2
31343,11533907,Northbound,S,7,2
31343,440427,Southbound,N,7,2
31343,11533907,Southbound,S,7,2
31343,440453,Westbound,W,7,2
31344,14018638,Eastbound,E,6,2
31344,14018674,Northbound,N,6,2
31344,9217273,Northbound,S,6,2
31344,14018674,Southbound,N,6,2
31344,9217273,Southbound,S,6,2
31344,14018638,Westbound,E,6,2
31345,14040044,Eastbound,E,6,2
31345,30084061,Northbound,N,6,2
31345,14018568,Northbound,S,6,2
31345,30084061,Southbound,N,6,2
31345,14018568,Southbound,S,6,2
31345,14040044,Westbound,E,6,2
31346,8292845,Eastbound,W,1,1
31347,12789755,Westbound,E,1,1
31349,20041487,Eastbound,W,6,2
31349,441100,Northbound,N,6,2
31349,441233,Northbound,S,6,2
31349,441100,Southbound,N,6,2
31349,441233,Southbound,S,6,2
31349,20041487,Westbound,W,6,2
31350,109835,Eastbound,E,6,2
31350,109836,Northbound,N,6,2
31350,5353566,Northbound,S,6,2
31350,109836,Southbound,N,6,2
31350,5353566,Southbound,S,6,2
31350,109835,Westbound,E,6,2
31353,908336,Northbound,S,1,1
31354,908336,Southbound,N,1,1
31355,110728,Northbound,N,1,1
31356,110728,Southbound,N,1,1
31357,104662,Eastbound,E,3,1
31358,104662,Westbound,E,3,1
31359,444112,Westbound,E,1,1
31360,20117627,Eastbound,E,2,1
31361,20117627,Westbound,E,2,1
31362,7322,Eastbound,E,1,1
31363,7322,Westbound,E,1,1
31364,163,Eastbound,E,1,1
31365,163,Westbound,E,1,1
31366,150,Eastbound,E,1,1
31367,150,Westbound,E,1,1
31368,142,Eastbound,E,1,1
31369,142,Westbound,E,1,1
31370,131,Eastbound,E,1,1
31371,131,Westbound,E,1,1
31372,127,Eastbound,E,1,1
31373,127,Westbound,E,1,1
31374,4306558,Eastbound,E,1,1
31375,4306558,Westbound,E,1,1
31376,4374686,Eastbound,E,1,1
31377,4374686,Westbound,E,1,1
31378,228,Eastbound,W,1,1
31379,228,Westbound,E,1,1
31380,203,Eastbound,W,1,1
31381,203,Westbound,E,1,1
31382,190,Eastbound,E,1,1
31383,190,Westbound,E,1,1
31384,7684251,Eastbound,E,1,1
31385,109716,Westbound,E,1,1
31386,30000651,Eastbound,E,2,1
31387,30000651,Westbound,E,2,1
31388,105938,Eastbound,E,1,1
31389,105938,Westbound,E,1,1
31390,9345078,Eastbound,W,3,1
31392,107078,Eastbound,W,3,1
31393,107024,Westbound,E,3,1
31394,113233,Eastbound,W,1,1
31395,113233,Westbound,E,1,1
31396,14012099,Eastbound,E,1,1
31397,14012099,Westbound,E,1,1
31398,14050656,Eastbound,E,1,1
31399,14050656,Westbound,E,1,1
31400,14012031,Eastbound,E,1,1
31401,14012031,Westbound,E,1,1
31402,20038421,Eastbound,E,1,1
31403,20038421,Westbound,E,2,1
31404,14011887,Eastbound,E,1,1
31405,14011887,Westbound,E,1,1
31406,20062661,Eastbound,E,2,1
31407,20062661,Westbound,E,2,1
31409,1524,Eastbound,E,6,2
31409,1572,Eastbound,W,6,2
31409,1525,Northbound,N,6,2
31409,1585,Northbound,S,6,2
31409,1525,Southbound,N,6,2
31409,1585,Southbound,S,6,2
31409,1524,Westbound,E,6,2
31409,1572,Westbound,W,6,2
31410,11110247,Eastbound,E,1,1
31411,11110247,Westbound,E,1,1
31412,11110259,Eastbound,W,1,1
31413,11110259,Westbound,E,1,1
31414,20236350,Northbound,S,2,1
31415,20236350,Southbound,N,2,1
31416,416,Eastbound,E,6,2
31416,417,Northbound,N,6,2
31416,419,Northbound,S,6,2
31416,417,Southbound,N,6,2
31416,419,Southbound,S,6,2
31416,416,Westbound,E,6,2
31418,13975543,Northbound,N,1,1
31419,13975543,Southbound,N,1,1
31420,9268,Southbound,S,1,1
31421,9241,Southbound,S,1,1
31422,9268,Northbound,S,1,1
31423,30004030,Northbound,S,4,1
31425,30004031,Southbound,N,2,1
31426,20235352,Northbound,S,2,1
31427,20235352,Southbound,S,2,1
31429,1141561,Southbound,S,1,1
31430,20118200,Eastbound,W,2,1
31431,20118200,Westbound,W,2,1
31432,7033975,Eastbound,W,1,1
31433,7033975,Westbound,W,1,1
31434,5819510,Southbound,N,1,1
31435,5819510,Northbound,N,1,1
31436,8896430,Westbound,E,1,1
31437,8896430,Eastbound,E,1,1
31438,8896550,Eastbound,E,1,1
31439,8896550,Westbound,E,1,1
31440,444400,Eastbound,E,1,1
31441,7915,Westbound,E,1,1
31442,8896617,Eastbound,E,1,1
31443,8896617,Westbound,E,1,1
31444,437456,Northbound,N,1,1
31445,437456,Southbound,N,1,1
31446,9962852,Northbound,N,1,1
31447,9962852,Southbound,N,1,1
31448,9963033,Northbound,N,1,1
31449,9963033,Southbound,N,1,1
31451,30069986,Eastbound,W,2,1
31452,30069986,Westbound,W,2,1
31453,7273118,Eastbound,E,6,2
31453,7273135,Eastbound,W,6,2
31453,1139361,Northbound,S,6,2
31453,1139361,Southbound,S,6,2
31453,7273118,Westbound,E,6,2
31453,7273135,Westbound,W,6,2
31455,1426,Eastbound,E,1,1
31456,1443,Southbound,W,1,1
31457,10363876,Northbound,N,1,1
31458,10363876,Southbound,N,1,1
31459,442087,Eastbound,E,1,1
31460,442032,Southbound,W,1,1
31462,20230566,Northbound,N,2,1
31463,20230566,Southbound,N,2,1
31464,20045539,Northbound,S,1,1
31465,20045536,Southbound,N,2,1
31466,441338,Eastbound,W,1,1
31467,441338,Westbound,W,1,1
31468,110850,Eastbound,E,1,1
31469,110850,Westbound,E,1,1
31470,439865,Northbound,S,1,1
31471,4720106,Southbound,N,1,1
31472,30004693,Northbound,S,2,1
31473,30004693,Southbound,N,2,1
31474,,Northbound,N,9,1
31475,,Southbound,N,9,1
31476,436190,Westbound,E,1,1
31477,436190,Eastbound,E,1,1
31478,14303943,Eastbound,E,1,1
31479,14303943,Westbound,E,1,1
31480,436148,Eastbound,E,1,1
31481,436148,Westbound,E,1,1
31482,441240,Northbound,S,1,1
31483,441240,Southbound,S,1,1
31484,10538470,Northbound,N,1,1
31485,10538470,Southbound,N,1,1
31486,10538492,Northbound,N,1,1
31487,10538492,Southbound,N,1,1
31488,438527,Northbound,N,1,1
31489,438527,Southbound,N,1,1
31490,438386,Northbound,N,1,1
31491,438386,Southbound,N,1,1
31492,444550,Eastbound,W,6,2
31492,444488,Northbound,N,6,2
31492,9722599,Northbound,S,6,2
31492,444488,Southbound,N,6,2
31492,9722599,Southbound,S,6,2
31492,444550,Westbound,W,6,2
31494,440070,Eastbound,E,6,2
31494,14185300,Eastbound,W,6,2
31494,440071,Northbound,N,6,2
31494,30075978,Northbound,S,6,2
31494,440071,Southbound,N,6,2
31494,30075978,Southbound,S,6,2
31494,440070,Westbound,E,6,2
31494,14185300,Westbound,W,6,2
31495,20230426,Eastbound,E,6,2
31495,14184390,Eastbound,W,6,2
31495,14184435,Northbound,S,6,2
31495,14184435,Southbound,S,6,2
31495,20230426,Westbound,E,6,2
31495,14184390,Westbound,W,6,2
31496,20058478,Eastbound,E,6,2
31496,5716520,Eastbound,W,6,2
31496,8594967,Northbound,N,6,2
31496,8594967,Southbound,N,6,2
31496,20058478,Westbound,E,6,2
31496,5716520,Westbound,W,6,2
31497,3189174,Eastbound,W,6,2
31497,7792724,Northbound,N,6,2
31497,7791767,Northbound,S,6,2
31497,7792724,Southbound,N,6,2
31497,7791767,Southbound,S,6,2
31497,3189174,Westbound,W,6,2
31499,9655404,Eastbound,E,6,2
31499,9694568,Eastbound,W,6,2
31499,20045692,Northbound,S,6,2
31499,20045692,Southbound,S,6,2
31499,9655404,Westbound,E,6,2
31499,9694568,Westbound,W,6,2
31501,14073964,Eastbound,E,6,2
31501,14073965,Eastbound,W,6,2
31501,14074007,Northbound,N,6,2
31501,14074007,Southbound,N,6,2
31501,14073964,Westbound,E,6,2
31501,14073965,Westbound,W,6,2
31502,1192,Eastbound,W,6,2
31502,1151,Northbound,N,6,2
31502,6453793,Northbound,S,6,2
31502,1151,Southbound,N,6,2
31502,6453793,Southbound,S,6,2
31502,1192,Westbound,W,6,2
31503,914545,Eastbound,E,6,2
31503,8985235,Eastbound,W,6,2
31503,20048392,Northbound,N,6,2
31503,20048392,Southbound,N,6,2
31503,914545,Westbound,E,6,2
