arterycode,match_on_case,artery_type,location,direction,sideofint
1461,1,1,SHEPPARD AVE W/B E OF WARDEN AVE,Westbound,E
1462,1,1,SHEPPARD AVE W/B E OF WASHBURN WAY,Westbound,E
1464,2,1,SHEPPARD AVE W/B E OF WESTON RD,Westbound,E
1465,1,1,SHEPPARD AVE E/B W OF WILFRED AVE,Eastbound,W
1466,1,1,SHEPPARD AVE W/B E OF WILFRED AVE,Westbound,E
1467,2,1,SHEPPARD AVE E/B W OF WILLOWDALE AVE,Eastbound,W
1468,2,1,SHEPPARD AVE W/B E OF WILLOWDALE AVE,Westbound,E
1469,1,1,SHEPPARD AVE W/B E OF WILMINGTON AVE,Westbound,E
1470,2,1,SHEPPARD AVE W/B E OF WILSON HEIGHTS BLVD,Westbound,E
1471,3,1,SHEPPARD AVE W/B E OF YATESCASTLE DR,Westbound,E
1472,1,1,SHEPPARD AVE E/B W OF YONGE ST,Eastbound,W
1473,1,1,SHEPPARD AVE E/B W OF YUKON LANE,Eastbound,W
1474,1,1,SLOANE AVE N/B N OF EGLINTON AVE,Northbound,N
1475,1,1,SOUTH KINGSWAY N/B S OF BLOOR ST,Northbound,S
1476,1,1,SOUTH KINGSWAY S/B S OF BLOOR ST,Southbound,S
1477,1,1,SOUTH KINGSWAY S/B S OF RIVERSIDE DR,Southbound,S
1478,1,1,SOUTH KINGSWAY N/B S OF RIVERSIDE DR,Northbound,S
1479,1,1,SPADINA AVE N/B S OF BLOOR ST,Northbound,S
1480,1,1,SPADINA AVE N/B S OF BREMNER BLVD,Northbound,S
1481,1,1,SPADINA AVE S/B S OF BREMNER BLVD,Southbound,S
1482,3,1,SPADINA RD N/B N OF COLLEGE ST,Northbound,N
1483,3,1,SPADINA AVE S/B N OF FRONT ST,Southbound,N
1484,1,1,SPADINA RD N/B S OF HARBORD ST,Northbound,S
1485,1,1,SPADINA RD S/B N OF HARBORD ST,Southbound,N
1488,1,1,SPADINA RD N/B S OF BERNARD AVE,Northbound,S
1489,1,1,SPADINA RD S/B N OF BERNARD AVE,Southbound,N
1490,1,1,SPADINA RD S/B N OF BLOOR ST,Southbound,N
1491,1,1,SPADINA RD N/B S OF DAVENPORT RD,Northbound,S
1492,1,1,SPADINA RD S/B S OF DAVENPORT RD,Southbound,S
1493,1,1,SPADINA RD N/B S OF DUPONT ST,Northbound,S
1494,1,1,SPADINA RD S/B N OF DUPONT ST,Southbound,N
1495,1,1,SPADINA RD N/B S OF EGLINTON AVE,Northbound,S
1496,1,1,SPADINA RD S/B S OF EGLINTON AVE,Southbound,S
1497,1,1,SPADINA RD N/B S OF HEATH ST,Northbound,S
1498,1,1,SPADINA RD S/B N OF HEATH ST,Southbound,N
1499,1,1,SPADINA RD N/B S OF LONSDALE RD,Northbound,S
1500,1,1,SPADINA RD S/B N OF LONSDALE RD,Southbound,N
1501,1,1,SPADINA RD N/B S OF LOWTHER RD,Northbound,S
1502,1,1,SPADINA RD S/B N OF LOWTHER RD,Southbound,N
1503,1,1,SPADINA RD N/B S OF OLD FOREST HILL RD,Northbound,S
1504,1,1,SPADINA RD S/B N OF OLD FOREST HILL RD,Southbound,N
1505,2,1,SPADINA RD N/B S OF ST CLAIR AVE,Northbound,S
1506,1,1,SPADINA RD S/B N OF ST CLAIR AVE,Southbound,N
1507,2,1,ST CLAIR AVE E/B W OF AVOCA AVE,Eastbound,W
1508,2,1,ST CLAIR AVE W/B E OF AVOCA AVE,Westbound,E
1509,1,1,ST CLAIR AVE E/B W OF BIRCHMOUNT RD,Eastbound,W
1510,1,1,ST CLAIR AVE W/B E OF BIRCHMOUNT RD,Westbound,E
1511,1,1,ST CLAIR AVE E/B W OF BRIMLEY RD,Eastbound,W
1512,2,1,ST CLAIR AVE W/B E OF BRIMLEY RD,Westbound,E
1513,1,1,ST CLAIR AVE E/B W OF DANFORTH RD,Eastbound,W
1514,1,1,ST CLAIR AVE W/B E OF DANFORTH RD,Westbound,E
1515,1,1,ST CLAIR AVE E/B W OF GLENEDEN CRES,Eastbound,W
1516,1,1,ST CLAIR AVE E/B W OF GUNNS RD,Eastbound,W
1517,1,1,ST CLAIR AVE W/B E OF MONDOVI GT,Westbound,E
1518,1,1,ST CLAIR AVE E/B W OF HERRON AVE,Eastbound,W
1519,1,1,ST CLAIR AVE W/B E OF HERRON AVE,Westbound,E
1520,2,1,ST CLAIR AVE E/B W OF JANE ST,Eastbound,W
1521,1,1,ST CLAIR AVE W/B E OF JANE ST,Westbound,E
1522,1,1,ST CLAIR AVE E/B W OF KENNEDY RD,Eastbound,W
1523,1,1,ST CLAIR AVE W/B E OF KENNEDY RD,Westbound,E
1524,1,1,ST CLAIR AVE E/B W OF KINGSTON RD,Eastbound,W
1525,1,1,ST CLAIR AVE W/B W OF KINGSTON RD,Westbound,W
1526,1,1,ST CLAIR AVE E/B W OF LINDEN AVE,Eastbound,W
1527,1,1,ST CLAIR AVE W/B E OF LINDEN AVE,Westbound,E
1528,1,1,ST CLAIR AVE E/B W OF MIDLAND AVE,Eastbound,W
1529,1,1,ST CLAIR AVE W/B E OF MIDLAND AVE,Westbound,E
1530,1,1,ST CLAIR AVE E/B W OF MT PLEASANT RD,Eastbound,W
1531,1,1,ST CLAIR AVE W/B E OF MT PLEASANT RD,Westbound,E
1532,2,1,ST CLAIR AVE E/B W OF O CONNOR DR,Eastbound,W
1533,1,1,ST CLAIR AVE W/B E OF O CONNOR DR,Westbound,E
1534,1,1,ST CLAIR AVE E/B W OF PHARMACY AVE,Eastbound,W
1535,1,1,ST CLAIR AVE W/B E OF PHARMACY AVE,Westbound,E
1536,1,1,ST CLAIR AVE E/B W OF RUNNYMEDE RD,Eastbound,W
1537,1,1,ST CLAIR AVE W/B E OF RUNNYMEDE RD,Westbound,E
1540,1,1,ST CLAIR AVE W/B E OF SELWYN AVE,Westbound,E
1541,1,1,ST CLAIR AVE E/B W OF VICTORIA PARK AVE,Eastbound,W
1542,1,1,ST CLAIR AVE W/B E OF VICTORIA PARK AVE,Westbound,E
1543,2,1,ST CLAIR AVE E/B W OF WARDEN AVE,Eastbound,W
1544,1,1,ST CLAIR AVE W/B E OF WARDEN AVE,Westbound,E
1545,2,1,ST PHILLIPS RD N/B S OF WESTON RD,Northbound,S
1546,2,1,ST PHILLIPS RD S/B S OF WESTON RD,Southbound,S
1547,1,1,STEELES AVE W/B E OF ADESSO DR,Westbound,E
1549,1,1,STEELES AVE W/B E OF ALBION RD,Westbound,E
1551,1,1,STEELES AVE E/B W OF ALNESS ST,Eastbound,W
1552,3,1,STEELES AVE W/B E OF ALNESS ST,Westbound,E
1553,1,1,STEELES AVE E/B W OF ASHCOTT ST,Eastbound,W
1554,1,1,STEELES AVE E/B W OF BARMAC DR,Eastbound,W
1555,1,1,STEELES AVE E/B W OF BATHURST ST,Eastbound,W
1556,1,1,STEELES AVE W/B E OF BATHURST ST,Westbound,E
1557,1,1,STEELES AVE E/B W OF BAYVIEW AVE,Eastbound,W
1558,1,1,STEELES AVE W/B E OF BAYVIEW AVE,Westbound,E
1559,2,1,STEELES AVE E/B W OF BIRCHMOUNT RD,Eastbound,W
1560,1,1,STEELES AVE W/B E OF BIRCHMOUNT RD,Westbound,E
1561,1,1,STEELES AVE E/B W OF BLACK HAWKWAY,Eastbound,W
1562,1,1,STEELES AVE E/B W OF BLUFFWOOD DR,Eastbound,W
1563,1,1,STEELES AVE E/B W OF BRIMLEY RD,Eastbound,W
1564,2,1,STEELES AVE W/B E OF BRIMLEY RD,Westbound,E
1565,2,1,STEELES AVE E/B W OF CACTUS AVE,Eastbound,W
1566,1,1,STEELES AVE E/B W OF CARPENTER RD,Eastbound,W
1567,1,1,STEELES AVE W/B E OF CARPENTER RD,Westbound,E
1568,2,1,STEELES AVE E/B W OF CENTERPOINT PLAZA,Eastbound,W
1569,2,1,STEELES AVE W/B E OF CENTERPOINT PLAZA,Westbound,E
1570,1,1,STEELES AVE E/B W OF CONACHER DR,Eastbound,W
1571,1,1,STEELES AVE W/B E OF CONACHER DR,Westbound,E
1572,2,1,STEELES AVE W/B E OF CONLEY ST,Westbound,E
1573,1,1,STEELES AVE W/B E OF ROSSDEAN DR,Westbound,E
1574,1,1,STEELES AVE E/B W OF DON MILLS RD,Eastbound,W
1575,3,1,STEELES AVE E/B W OF DUFFERIN ST,Eastbound,W
1576,1,1,STEELES AVE W/B E OF DUFFERIN ST,Westbound,E
1577,1,1,STEELES AVE W/B E OF ESNA PARK DR,Westbound,E
1578,1,1,STEELES AVE W/B E OF FAIRWAY HEIGHTS,Westbound,E
1579,1,1,STEELES AVE E/B W OF FENMAR DR,Eastbound,W
1580,1,1,STEELES AVE W/B E OF FENTON RD,Westbound,E
1581,1,1,STEELES AVE E/B W OF FIREBRACE RD,Eastbound,W
1582,1,1,STEELES AVE E/B W OF FOUNDERS RD,Eastbound,W
1583,2,1,STEELES AVE W/B E OF MAXOME AVE,Westbound,E
1584,1,1,STEELES AVE E/B W OF HIDDEN TRAIL,Eastbound,W
1585,1,1,STEELES AVE E/B W OF HILDA AVE,Eastbound,W
1586,1,1,STEELES AVE W/B E OF HILDA AVE,Westbound,E
1587,1,1,STEELES AVE W/B E OF HILLCROFT,Westbound,E
1588,1,1,STEELES AVE E/B W OF HIGHWAY 27,Eastbound,W
1589,1,1,STEELES AVE W/B E OF HIGHWAY 27,Westbound,E
1590,1,1,STEELES AVE E/B W OF HIGHWAY 400 ON RAMP,Eastbound,W
1591,1,1,STEELES AVE W/B E OF HIGHWAY 400 ON RAMP,Westbound,E
1592,1,1,STEELES AVE E/B W OF HIGHWAY 404 W TCS,Eastbound,W
1593,1,1,STEELES AVE W/B E OF HIGHWAY 404 W TCS,Westbound,E
1594,1,1,STEELES AVE E/B W OF HIGHWAY 427,Eastbound,W
1597,1,1,STEELES AVE E/B W OF ISLINGTON AVE,Eastbound,W
1598,2,1,STEELES AVE W/B E OF ISLINGTON AVE,Westbound,E
1599,1,1,STEELES AVE E/B W OF JANE ST,Eastbound,W
1600,1,1,STEELES AVE W/B E OF JANE ST,Westbound,E
1601,2,1,STEELES AVE E/B W OF KEELE ST,Eastbound,W
1602,1,1,STEELES AVE W/B E OF KEELE ST,Westbound,E
1603,1,1,STEELES AVE E/B W OF KELVIN GROVE AVE,Eastbound,W
1604,1,1,STEELES AVE E/B W OF KENNEDY RD,Eastbound,W
1605,1,1,STEELES AVE W/B E OF KENNEDY RD,Westbound,E
1606,2,1,STEELES AVE E/B W OF KIPLING AVE,Eastbound,W
1607,1,1,STEELES AVE W/B E OF KIPLING AVE,Westbound,E
1608,2,1,STEELES AVE E/B W OF LAURELEAF RD,Eastbound,W
1609,1,1,STEELES AVE W/B E OF LAURELEAF RD,Westbound,E
1610,1,1,STEELES AVE E/B W OF LESLIE ST,Eastbound,W
1611,1,1,STEELES AVE W/B E OF LESLIE ST,Westbound,E
1612,1,1,STEELES AVE E/B W OF MARKHAM RD,Eastbound,W
1613,1,1,STEELES AVE W/B E OF MARKHAM RD,Westbound,E
1614,1,1,STEELES AVE E/B W OF MARTIN GROVE RD,Eastbound,W
1615,1,1,STEELES AVE W/B E OF MARTIN GROVE RD,Westbound,E
1616,1,1,STEELES AVE E/B W OF MAXOME AVE,Eastbound,W
1617,1,1,STEELES AVE E/B W OF MCCOWAN RD,Eastbound,W
1618,2,1,STEELES AVE W/B E OF MCCOWAN RD,Westbound,E
1619,2,1,STEELES AVE E/B W OF MIDDLEFIELD RD,Eastbound,W
1620,1,1,STEELES AVE W/B E OF MIDDLEFIELD RD,Westbound,E
1621,1,1,STEELES AVE E/B W OF MIDLAND AVE,Eastbound,W
1622,1,1,STEELES AVE W/B E OF MIDLAND AVE,Westbound,E
1623,1,1,STEELES AVE W/B E OF NEW WESTMINSTER DR,Westbound,E
1624,1,1,STEELES AVE E/B W OF NORFINCH DR,Eastbound,W
1625,1,1,STEELES AVE W/B E OF HIGHWAY 400 OFF RAMP,Westbound,E
1626,1,1,STEELES AVE E/B W OF SILVER STAR BLVD,Eastbound,W
1627,1,1,STEELES AVE W/B E OF OLD KENNEDY RD,Westbound,E
1628,1,1,STEELES AVE W/B E OF PEARCE DR,Westbound,E
1629,1,1,STEELES AVE E/B W OF PETER KAISER GT,Eastbound,W
1630,1,1,STEELES AVE E/B E OF KEELE ST,Eastbound,E
1631,1,1,STEELES AVE E/B W OF PHARMACY AVE,Eastbound,W
1632,1,1,STEELES AVE E/B W OF PICKERING TOWN LINE,Eastbound,W
1633,1,1,STEELES AVE W/B W OF PICKERING TOWN LINE,Westbound,W
1634,2,1,STEELES AVE W/B E OF PINEVALLEY DR,Westbound,E
1635,1,1,STEELES AVE W/B E OF KELVIN GROVE AVE,Westbound,E
1636,1,1,STEELES AVE E/B W OF ROSSDEAN DR,Eastbound,W
1637,1,1,STEELES AVE W/B E OF SCHOLES RD,Westbound,E
1638,2,1,STEELES AVE E/B W OF SEWELLS RD,Eastbound,W
1639,1,1,STEELES AVE W/B E OF SEWELLS RD,Westbound,E
1640,1,1,STEELES AVE E/B W OF SIGNET DR,Eastbound,W
1641,2,1,STEELES AVE E/B W OF STRAWBERRY HILLS DR,Eastbound,W
1642,1,1,STEELES AVE W/B E OF TANDEM RD,Westbound,E
1643,1,1,STEELES AVE E/B W OF TAPSCOTT RD,Eastbound,W
1644,1,1,STEELES AVE W/B E OF TAPSCOTT RD,Westbound,E
1645,1,1,STEELES AVE W/B E OF TORRESDALE AVE,Westbound,E
1646,1,1,STEELES AVE E/B W OF TORRESDALE AVE,Eastbound,W
1647,1,1,STEELES AVE E/B W OF TOWNSEND RD,Eastbound,W
1648,1,1,STEELES AVE W/B E OF TOWNSEND RD,Westbound,E
1649,2,1,STEELES AVE E/B W OF VICTORIA PARK AVE,Eastbound,W
1650,1,1,STEELES AVE W/B E OF VICTORIA PARK AVE,Westbound,E
1651,1,1,STEELES AVE E/B W OF WARDEN AVE,Eastbound,W
1652,1,1,STEELES AVE W/B E OF WARDEN AVE,Westbound,E
1653,1,1,STEELES AVE E/B W OF WESTON RD S,Eastbound,W
1654,1,1,STEELES AVE W/B E OF WESTON RD S,Westbound,E
1655,1,1,STEELES AVE E/B W OF WILLOWDALE AVE,Eastbound,W
1656,1,1,STEELES AVE W/B E OF WILLOWDALE AVE,Westbound,E
1657,1,1,STEELES AVE E/B W OF WOODBINE AVE,Eastbound,W
1658,2,1,STEELES AVE W/B E OF WOODBINE AVE,Westbound,E
1659,1,1,STEELES AVE E/B W OF YONGE ST,Eastbound,W
1660,2,1,STEELES AVE W/B E OF YONGE ST,Westbound,E
1661,1,1,THE WESTWAY W/B E OF ISLINGTON AVE,Westbound,E
1662,1,1,THE WESTWAY E/B W OF KIPLING AVE,Eastbound,W
1663,1,1,THE WESTWAY W/B E OF KIPLING AVE,Westbound,E
1664,1,1,REDGRAVE DR E/B W OF MARTIN GROVE RD,Eastbound,W
1665,1,1,THE WESTWAY W/B E OF MARTIN GROVE RD,Westbound,E
1666,2,1,THE WESTWAY E/B W OF ROYAL YORK RD,Eastbound,W
1667,1,1,LAWRENCE AVE W/B E OF ROYAL YORK RD,Westbound,E
1668,1,1,VICTORIA PARK AVE N/B N OF ST BEDES RD,Northbound,N
1669,1,1,VICTORIA PARK AVE S/B N OF ST BEDES RD,Southbound,N
1670,1,1,VICTORIA PARK AVE N/B S OF GERRARD ST,Northbound,S
1671,1,1,VICTORIA PARK AVE S/B S OF GERRARD ST,Southbound,S
1672,2,1,VICTORIA PARK AVE N/B S OF KINGSTON RD,Northbound,S
1673,2,1,VICTORIA PARK AVE S/B S OF KINGSTON RD,Southbound,S
1674,1,1,WALMER RD N/B N OF DAVENPORT RD,Northbound,N
1675,1,1,WALMER RD S/B N OF DAVENPORT RD,Southbound,N
1676,1,1,WARDEN AVE N/B S OF ASHTONBEE RD,Northbound,S
1677,2,1,WARDEN AVE S/B N OF ASHTONBEE RD,Southbound,N
1678,1,1,WARDEN AVE N/B S OF BAMBURGH CRCL N,Northbound,S
1679,2,1,WARDEN AVE S/B N OF BAMBURGH CRCL N,Southbound,N
1680,1,1,WARDEN AVE S/B N OF MIDBLOCK TCS S OF BAMBURGH CRCL N,Southbound,N
1681,1,1,WARDEN AVE N/B S OF MIDBLOCK TCS S OF BAMBURGH CRCL N,Northbound,S
1682,2,1,WARDEN AVE N/B S OF BAMBURGH CRCL S LEG,Northbound,S
1683,1,1,WARDEN AVE S/B N OF BAMBURGH CRCL S,Southbound,N
1684,2,1,WARDEN AVE N/B S OF BERTRAND AVE,Northbound,S
1685,1,1,WARDEN AVE S/B N OF BERTRAND AVE,Southbound,N
1686,3,1,WARDEN AVE N/B S OF BRIDLETOWNE CRCL N TCS,Northbound,S
1687,1,1,WARDEN AVE S/B N OF BRIDLETOWNE CRCL N TCS,Southbound,N
1688,1,1,WARDEN AVE N/B S OF BRIDLETOWNE CRCL S TCS,Northbound,S
1689,1,1,WARDEN AVE S/B S OF BRIDLETOWNE CRCL S TCS,Southbound,S
1690,1,1,WARDEN AVE S/B N OF CLONMORE DR,Southbound,N
1691,1,1,WARDEN AVE S/B N OF CLOVERLEAF GT,Southbound,N
1692,1,1,WARDEN AVE N/B S OF COMSTOCK RD,Northbound,S
1693,1,1,WARDEN AVE S/B N OF COMSTOCK RD,Southbound,N
1694,1,1,WARDEN AVE N/B S OF DANFORTH AVE,Northbound,S
1695,1,1,WARDEN AVE S/B N OF DANFORTH AVE,Southbound,N
1696,1,1,WARDEN AVE N/B S OF DANFORTH RD,Northbound,S
1697,1,1,WARDEN AVE S/B N OF DANFORTH RD,Southbound,N
1698,1,1,WARDEN AVE N/B S OF EGLINTON AVE,Northbound,S
1699,1,1,WARDEN AVE S/B N OF EGLINTON AVE,Southbound,N
1700,1,1,WARDEN AVE N/B S OF ELLESMERE RD,Northbound,S
1701,1,1,WARDEN AVE S/B N OF ELLESMERE RD,Southbound,N
1702,2,1,WARDEN AVE N/B S OF FAIRFAX CRES,Northbound,S
1703,1,1,WARDEN AVE S/B N OF FAIRFAX CRES,Southbound,N
1704,3,1,WARDEN AVE N/B S OF FINCH AVE,Northbound,S
1705,3,1,WARDEN AVE S/B N OF FINCH AVE,Southbound,N
1706,1,1,WARDEN AVE N/B S OF FIRVALLEY CRT,Northbound,S
1707,2,1,WARDEN AVE S/B N OF FIRVALLEY CRT,Southbound,N
1708,1,1,WARDEN AVE N/B S OF HOLLIS AVE,Northbound,S
1709,1,1,WARDEN AVE N/B S OF HUNTINGWOOD DR,Northbound,S
1710,2,1,WARDEN AVE S/B N OF HUNTINGWOOD DR,Southbound,N
1711,1,1,WARDEN AVE N/B S OF HIGHWAY 401 S TCS,Northbound,S
1712,1,1,WARDEN AVE S/B N OF HIGHWAY 401 S TCS,Southbound,N
1713,1,1,WARDEN AVE S/B N OF KINGSTON RD,Southbound,N
1714,1,1,WARDEN AVE N/B S OF LAWRENCE AVE,Northbound,S
1715,1,1,WARDEN AVE S/B N OF LAWRENCE AVE,Southbound,N
1716,1,1,WARDEN AVE N/B S OF MANHATTEN DR,Northbound,S
1717,1,1,WARDEN AVE S/B N OF MANHATTEN DR,Southbound,N
1718,1,1,WARDEN AVE N/B N OF GLEN SPRINGS DR,Northbound,N
1719,2,1,WARDEN AVE S/B N OF MCNICOLL AVE,Southbound,N
1720,1,1,WARDEN AVE N/B S OF METROPOLITAN  RD,Northbound,S
1721,1,1,WARDEN AVE S/B N OF METROPOLITAN RD,Southbound,N
1722,1,1,WARDEN AVE N/B S OF SHEPPARD AVE,Northbound,S
1723,1,1,WARDEN AVE S/B N OF SHEPPARD AVE,Southbound,N
1724,1,1,WARDEN AVE N/B S OF SHERWOOD AVE,Northbound,S
1725,1,1,WARDEN AVE S/B N OF SHERWOOD AVE,Southbound,N
1726,2,1,WARDEN AVE N/B S OF ST CLAIR AVE,Northbound,S
1727,1,1,WARDEN AVE S/B N OF ST CLAIR AVE,Southbound,N
1728,11,1,WARDEN AVE N/B N OF STEELES AVE,Northbound,N
1729,2,1,WARDEN AVE N/B S OF STEELES AVE,Northbound,S
1730,2,1,WARDEN AVE S/B S OF STEELES AVE,Southbound,S
1731,1,1,WARDEN AVE N/B S OF TOWER DR,Northbound,S
1732,1,1,WARDEN AVE S/B N OF TOWER DR,Southbound,N
1733,1,1,WARDEN AVE N/B S OF WAYNE AVE,Northbound,S
1734,1,1,WARDEN AVE S/B N OF WAYNE AVE,Southbound,N
1735,1,1,WESTON RD N/B S OF ALBION RD OVERPASS,Northbound,S
1736,1,1,WESTON RD S/B N OF ALBION RD OVERPASS,Southbound,N
1737,1,1,WESTON RD N/B S OF BLACK CREEK DR,Northbound,S
1738,1,1,WESTON RD N/B S OF BRADSTOCK RD,Northbound,S
1739,1,1,WESTON RD S/B N OF BRADSTOCK RD,Southbound,N
1740,1,1,WESTON RD N/B S OF ERNEST DOCKRAY AVE,Northbound,S
1741,1,1,WESTON RD S/B N OF ERNEST DOCKRAY AVE,Southbound,N
1742,1,1,WESTON RD N/B S OF CHURCH AVE,Northbound,S
1743,2,1,WESTON RD S/B N OF CHURCH AVE,Southbound,N
1744,1,1,WESTON RD N/B S DENISON RD,Northbound,S
1745,1,1,WESTON RD S/B N OF DENISON RD,Southbound,N
1746,1,1,WESTON RD N/B S OF EGLINTON AVE,Northbound,S
1747,1,1,WESTON RD S/B N OF EGLINTON AVE,Southbound,N
1748,1,1,WESTON RD N/B S OF ELSMERE AVE,Northbound,S
1749,1,1,WESTON RD N/B S OF FENMAR DR,Northbound,S
1750,1,1,WESTON RD S/B N OF FENMAR DR,Southbound,N
1751,2,1,WESTON RD N/B S OF FINCH AVE,Northbound,S
1752,1,1,WESTON RD S/B N OF FINCH AVE,Southbound,N
1753,1,1,WESTON RD N/B S OF GAYDON AVE,Northbound,S
1754,1,1,WESTON RD N/B S OF GUNNS RD,Northbound,S
1755,2,1,WESTON RD S/B N OF GUNNS RD,Southbound,N
1756,1,1,WESTON RD S/B N OF HUMBER BLVD,Southbound,N
1757,1,1,WESTON RD N/B S OF HIGHWAY 401 N TCS,Northbound,S
1758,1,1,WESTON RD S/B N OF HIGHWAY 401 N TCS,Southbound,N
1759,1,1,WESTON RD N/B S OF JANE ST,Northbound,S
1760,1,1,WESTON RD S/B N OF JANE ST,Southbound,N
1761,1,1,WESTON RD N/B S OF JOHN ST,Northbound,S
1762,1,1,WESTON RD S/B N OF JOHN ST,Southbound,N
1763,1,1,WESTON RD N/B S OF LAMBTON AVE,Northbound,S
1764,2,1,WESTON RD S/B N OF LAMBTON AVE,Southbound,N
1765,2,1,WESTON RD S/B N OF LANYARD RD,Southbound,N
1766,1,1,WESTON RD N/B S OF LAWRENCE AVE,Northbound,S
1767,1,1,WESTON RD S/B N OF LAWRENCE AVE,Southbound,N
1768,1,1,WESTON RD S/B N OF LILAC AVE,Southbound,N
1769,1,1,WESTON RD S/B N OF LITTLE AVE,Southbound,N
1770,1,1,WESTON RD S/B N OF MCCORMACK ST,Southbound,N
1771,1,1,WESTON RD N/B S OF NORTHLAND AVE,Northbound,S
1772,1,1,WESTON RD S/B N OF NORTHLAND AVE,Southbound,N
1773,1,1,WESTON RD N/B S OF OAK ST,Northbound,S
1774,1,1,WESTON RD S/B N OF OAK ST,Southbound,N
1775,1,1,WESTON RD N/B S OF ORMONT DR,Northbound,S
1776,1,1,WESTON RD S/B N OF ORMONT DR,Southbound,N
1777,1,1,WESTON RD N/B S OF RAY AVE,Northbound,S
1778,1,1,WESTON RD S/B N OF RAY AVE,Southbound,N
1779,1,1,WESTON RD N/B S OF ROGERS RD,Northbound,S
1780,1,1,WESTON RD S/B N OF ROGERS RD,Southbound,N
1781,2,1,WESTON RD N/B S OF SHEPPARD AVE,Northbound,S
1783,1,1,WESTON RD N/B S OF ST PHILLIPS RD,Northbound,S
1784,1,1,WESTON RD S/B N OF ST PHILLIPS RD,Southbound,N
1785,1,1,WESTON RD N/B S OF STARVIEW LANE,Northbound,S
1786,2,1,WESTON RD S/B N OF STARVIEW LANE,Southbound,N
1787,1,1,WESTON RD N/B S OF STEELES AVE,Northbound,S
1788,1,1,WESTON RD S/B N OF GARYRAY DR,Southbound,N
1789,1,1,WESTON RD N/B S OF TORYORK RD,Northbound,S
1790,1,1,WESTON RD S/B N OF TORYORK RD,Southbound,N
1791,1,1,WESTON RD S/B N OF WILBY CRES,Southbound,N
1792,1,1,WESTON RD N/B S OF WRIGHT AVE,Northbound,S
1793,2,1,WOODBINE AVE N/B S OF CORLEY AVE,Northbound,S
1794,1,1,WOODBINE AVE N/B S OF COSBURN AVE,Northbound,S
1795,1,1,WOODBINE AVE S/B N OF COSBURN AVE,Southbound,N
1796,1,1,WOODBINE AVE N/B S OF DANFORTH AVE,Northbound,S
1797,1,1,WOODBINE AVE S/B N OF DANFORTH AVE,Southbound,N
1798,1,1,WOODBINE AVE S/B N OF EASTWOOD RD,Southbound,N
1799,1,1,WOODBINE AVE N/B S OF GERRARD ST,Northbound,S
1800,1,1,WOODBINE AVE S/B N OF GERRARD ST,Southbound,N
1802,1,1,WOODBINE AVE S/B N OF KINGSTON RD,Southbound,N
1803,1,1,WOODBINE AVE S/B S OF KINGSTON RD,Southbound,S
1804,1,1,WOODBINE AVE N/B S OF LUMSDEN AVE,Northbound,S
1805,2,1,WOODBINE AVE S/B N OF MORTIMER AVE,Southbound,N
1806,1,1,WOODBINE AVE S/B S OF O CONNOR DR,Southbound,S
1807,1,1,WOODBINE AVE N/B S OF QUEEN ST,Northbound,S
1808,1,1,WOODBINE AVE S/B N OF QUEEN ST,Southbound,N
1809,1,1,WOODBINE AVE S/B S OF QUEEN ST,Southbound,S
1810,1,1,WYNFORD DR E/B W OF DON VALLEY PKWY W TCS,Eastbound,W
1811,1,1,WYNFORD DR W/B E OF DON VALLEY PKWY W TCS,Westbound,E
1812,1,1,YONGE ST N/B S OF ADELAIDE ST,Northbound,S
1813,1,1,YONGE ST S/B N OF ADELAIDE ST,Southbound,N
1814,1,1,YONGE ST S/B N OF ALCORN AVE,Southbound,N
1815,1,1,YONGE ST N/B S OF ALEXANDER ST,Northbound,S
1816,1,1,YONGE ST N/B S OF ATHABASKA AVE,Northbound,S
1817,1,1,YONGE ST S/B N OF ATHABASKA AVE,Southbound,N
1818,1,1,YONGE ST N/B S OF AVONDALE AVE,Northbound,S
1819,1,1,YONGE ST N/B S OF AYLMER AVE,Northbound,S
1820,1,1,YONGE ST S/B N OF BELMONT ST,Southbound,N
1821,1,1,YONGE ST N/B S OF BELSIZE DR,Northbound,S
1822,1,1,YONGE ST S/B N OF BELSIZE DR,Southbound,N
1823,1,1,YONGE ST S/B N OF BERWICK AVE,Southbound,N
1824,1,1,YONGE ST N/B S OF BISHOP AVE,Northbound,S
1825,2,1,YONGE ST N/B S OF BLOOR ST,Northbound,S
1826,1,1,YONGE ST S/B N OF BLOOR ST,Southbound,N
1827,1,1,YONGE ST N/B S OF BLYTHWOOD RD,Northbound,S
1828,1,1,YONGE ST S/B N OF BRIAR HILL AVE,Southbound,N
1829,1,1,YONGE ST N/B S OF BROADWAY AVE,Northbound,S
1830,1,1,YONGE ST N/B S OF BYNG AVE,Northbound,S
1831,1,1,YONGE ST N/B S OF CARLTON ST,Northbound,S
1832,1,1,YONGE ST N/B N OF WILLIAM CARSON CRES,Northbound,N
1833,2,1,YONGE ST N/B S OF WILLIAM CARSON CRES,Northbound,S
1834,2,1,YONGE ST S/B S OF WILLIAM CARSON CRES,Southbound,S
1835,1,1,YONGE ST N/B S OF CASTLEFIELD AVE,Northbound,S
1836,1,1,YONGE ST S/B N OF CASTLEFIELD AVE,Southbound,N
1837,1,1,YONGE ST S/B N OF CHAPLIN CR,Southbound,N
1838,1,1,YONGE ST N/B S OF CHARLES ST,Northbound,S
