arterycode,match_on_case,artery_type,location,direction,sideofint
32098,6,2,PIRANDELLO ST AT WESTERN BATTERY RD,,
32099,12,1,LN FIRST E OF EARLSCOURT AVE N/B N OF ST CLAIR AVE,Northbound,N
32100,12,1,LN FIRST E OF EARLSCOURT AVE S/B N OF ST CLAIR AVE,Southbound,N
32101,12,1,LN SECOND N OF ST CLAIR AVE W E/B E OF EARLSCOURT AVE,Eastbound,E
32102,12,1,LN SECOND N OF ST CLAIR W W/B E OF EARLSCOURT AVE,Westbound,E
32103,1,1,EGLINTON AVE E E/B E OF BAYVIEW AVE,Eastbound,E
32104,1,1,CRAIGLEE DR E/B W OF HASLAM ST,Eastbound,W
32105,1,1,CRAIGLEE DR W/B W OF HASLAM ST,Westbound,W
32106,1,1,MCINTOSH ST S/B S OF SHARPE ST,Southbound,S
32107,1,1,WESTON RD N/B N OF KING ST,Northbound,N
32108,6,2,BAYVIEW AVE NB RAMP AND CHEDDINGTON PLACE AND LAWRENCE AVE,,
32109,1,1,BRIAR HILL AVE E/B W OF BIRDSALL AVE,Eastbound,W
32110,1,1,BRIAR HILL AVE W/B W OF BIRSALL AVE,Westbound,W
32111,1,1,GAINSBOROUGH RD N/B N OF GERRARD ST,Northbound,N
32112,1,1,GAINSBOROUGH S/B N OF GERRARD ST,Southbound,N
32113,1,1,BRIAR HILL AVE W/B E OF MONA DR,Westbound,E
32114,1,1,BRIAR HILL AVE E/B W OF CALDOW RD,Eastbound,W
32115,1,1,BRIAR HILL AVE W/B W OF CALDOW RD,Westbound,W
32116,1,1,DAWES RD N/B N OF COLEMAN AVE,Northbound,N
32117,1,1,DAWES RD S/B N OF COLEMAN AVE,Southbound,N
32118,1,1,MARK ST EB E OF RIVER ST,Eastbound,E
32119,1,1,GERRARD ST E E/B E OF PICKERING ST,Eastbound,E
32120,1,1,GERRARD ST E W/B E OF PICKERING ST,Westbound,E
32121,1,1,PRICEFIELD RD E/B E OF CLUNY DR,Eastbound,E
32122,1,1,PRICEFIELD RD W/B E OF CLUNY DR,Westbound,E
32123,1,1,TYRREL AVE E/B W OF WYCHWOOD AVE,Eastbound,W
32124,1,1,TYRREL AVE W/B W OF WYCHWOOD AVE,Westbound,W
32125,1,1,STAYNER AVE E/B E OF MARLEE AVE,Eastbound,E
32126,1,1,STAYNER AVE W/B E OF MARLEE AVE,Westbound,E
32127,2,1,KEELE ST S/B S OF KEELEGATE DR,Southbound,S
32128,1,1,FIELDING AVE W/B E OF DEWHURST BLVD,Westbound,E
32129,1,1,FIELDING AVE E/B E OF DEWHURST BLVD,Eastbound,E
32130,2,1,FIELDING AVE W/B E OF LANGFORD AVE,Westbound,E
32131,2,1,FIELDING AVE E/B E OF LANGFORD AVE,Eastbound,E
32132,7,2,EGLINTON AVE AT 35M E OF DONLEA DR & LEASIDE HIGH SCHOOL(PX 1125),,
32133,1,1,CAMBRIDGE AVE S/B N OF EASTMOUNT AVE,Southbound,N
32134,1,1,CAMBRIDGE AVE N/B N OF EASTMOUNT AVE,Northbound,N
32135,1,1,RUSTIC RD W/B E OF LISCOMBE RD,Westbound,E
32136,1,1,RUSTIC RD E/B E OF LISCOMBE RD,Eastbound,E
32137,1,1,FELTHAM AVE W/B E OF LEIGH ST,Westbound,E
32138,1,1,FELTHAM AVE E/B E OF LEIGH ST,Eastbound,E
32139,1,1,FELTHAM AVE W/B E OF SPEARS ST,Westbound,E
32140,1,1,FELTHAM AVE E/B E OF SPEARS ST,Eastbound,E
32141,1,1,PARK ST W/B E OF NATAL AVE,Westbound,E
32142,1,1,PARK ST E/B E OF NATAL AVE,Eastbound,E
32143,1,1,PARK ST W/B E OF VANBRUGH AVE,Westbound,E
32145,1,1,TREVERTON DR S/B N OF MOORECROFT CRES S,Southbound,N
32146,1,1,TREVERTON DR N/B N OF MOORECROFT CRES S,Northbound,N
32147,1,1,TREVERTON DR S/B N OF SEDGEWICK CRES,Southbound,N
32148,1,1,TREVERTON DR N/B N OF SEDGEWICK CRES,Northbound,N
32149,1,1,BLOOR ST W W/B E OF NEILOR CRES,Westbound,E
32150,1,1,BLOOR ST W E/B E OF NEILOR CRES,Eastbound,E
32151,1,1,BLOOR ST W W/B E OF PEACOCK AVE,Westbound,E
32152,5,1,COTTONWOOD DR W/B E OF # 81 COTTONWOOD DR,Westbound,E
32153,1,1,BLOOR ST W E/B E OF PEACOCK AVE,Eastbound,E
32154,4,1,COTTONWOOD DR E/B W OF # 81 COTTONWOOD DR,Eastbound,W
32155,5,1,COTTONWOOD DR W/B E OF # 171 COTTONWOOD DR,Westbound,E
32156,4,1,COTTONWOOD DR E/B W OF # 171 COTTONWOOD DR,Eastbound,W
32157,1,1,ROYAL YORK RD N/B N OF DRUMMOND ST,Northbound,N
32158,1,1,ROYAL YORK S/B S OF CAVELL AVE,Southbound,S
32159,1,1,ASTLEY AVE S/B N OF DOUGLAS DR,Southbound,N
32160,3,1,MOOREGATE AVE N/B S OF # 24 MOOREGATE AVE,Northbound,S
32161,5,1,MOOREGATE AVE S/B N OF # 24 MOOREGATE AVE,Southbound,N
32162,3,1,MOOREGATE AVE W/B E OF # 57 MOOREGATE AVE,Westbound,E
32163,1,1,ASTLEY AVE N/B N OF DOUGLAS DR,Northbound,N
32164,5,1,MOOREGATE AVE E/B W OF # 57 MOOREGATE AVE,Eastbound,W
32165,1,1,SPEARS ST N/B N OF FELTHAM AVE,Northbound,N
32166,1,1,SPEARS ST S/B N OF FELTHAM AVE,Southbound,N
32167,1,1,SPEARS ST N/B N OF NORTHLAND AVE,Northbound,N
32168,1,1,SPEARS ST S/B N OF NORTHLAND AVE,Southbound,N
32169,1,1,MCRAE DR E/B E BESSBOROUGH DR,Eastbound,E
32170,1,1,MCRAE DR W/B E OF BESSBOROUGH DR,Westbound,E
32171,1,1,ROCKCLIFFE BLVD N/B N OF DEAKIN AVE,Northbound,N
32172,1,1,ROCKCLIFFE BLVD S/B N OF DEAKIN AVE,Southbound,N
32173,1,1,ROCKCLIFFE BLVD N/B N OF HECTOR AVE,Northbound,N
32174,1,1,ROCKCLIFFE BLVD S/B N OF HECTOR AVE,Southbound,N
32175,12,1,AVELINE CRES E/B E OF LYNNBROOK DR N,Eastbound,E
32176,12,1,AVELINE CRES W/B E OF LYNNBROOK DR N,Southbound,E
32177,6,2,MORNINGSIDE AVE AT TAMS RD (PX 2217),,
32179,1,1,STUBBS DR E/B E OF BANNATYNE DR,Eastbound,E
32180,1,1,STUBBS DR W/B E OF BANNATYNE DR,Westbound,E
32181,1,1,STUBBS DR E/B E OF EALING DR,Eastbound,E
32182,1,1,STUBBS DR W/B E OF EALING DR,Westbound,E
32183,1,1,CONSUMERS RD N/B N OF YORKLAND BLVD N,Northbound,N
32184,1,1,CONSUMERS RD S/B N OF YORKLAND BLVD N,Southbound,N
32185,1,1,CONSUMERS RD N/B S OF SHEPPARD AVE E,Northbound,S
32186,1,1,CONSUMERS RD S/B S OF SHEPPARD AVE E,Southbound,S
32187,6,2,LILLIAN ST AT SOUDAN AVE,,
32188,12,1,FINCH AVE E W/B E OF BLACKBIRD GT,Westbound,E
32189,1,1,BLACKBIRD GT N/B N OF SWALLOWTAIL RD,Northbound,N
32190,1,1,BLACKBIRD GT S/B N OF SWALLOWTAIL RD,Southbound,N
32191,1,1,NEILSON PARK DR E/B W OF BLACKBIRD GT,Eastbound,W
32192,1,1,NEILSON PARK DR W/B E OF MOURING DOVE CRES,Westbound,E
32193,1,1,FISHLEIGH DR E/B W OF EASTMOOR CRES,Eastbound,W
32194,1,1,FISHLEIGH DR W/B W OF EASTMOOR CRES,Westbound,W
32195,1,1,FISHLEIGH DR E/B E OF LAKEWOOD AVE,Eastbound,E
32196,1,1,FISHLEIGH DR W/B E OF LAKEWOOD AVE,Westbound,E
32197,1,1,SUTHERLAND DR N/B S OF MARKHAM AVE,Northbound,S
32198,1,1,SUTHERLAND DR S/B S OF MARKHAM AVE,Southbound,S
32199,1,1,SUTHERLAND DR N/B S OF LEA AVE,Northbound,S
32200,1,1,SUTHERLAND DR S/B S OF LEA AVE,Southbound,S
32201,1,1,VICTORIA PARK AVE N/B N OF TERRAVIEW BLVD,Northbound,N
32203,1,1,AINSDALE RD N/B N OF LAWRENCE AVE,Northbound,N
32204,1,1,AINSDALE RD S/B N OF LAWRENCE AVE,Southbound,N
32205,12,1,AINSDALE RD N/B N OF TWIN PAULS CRES S,Northbound,N
32206,12,1,AINSDALE RD S/B N OF TWIN PAULS CRES S,Southbound,N
32207,1,1,COMPTON DR N/B N OF BOEM AVE,Northbound,N
32208,1,1,COMPTON DR S/B N OF BOEM AVE,Southbound,N
32209,1,1,COMPTON DR N/B N OF TWEED CRES,Northbound,N
32210,1,1,COMPTON DR S/B N OF TWEED CRES,Southbound,N
32211,1,1,BOEM AVE E/B E OF WARDEN AVE,Eastbound,E
32212,1,1,BOEM AVE W/B E OF WARDEN AVE,Westbound,E
32213,1,1,BOEM AVE E/B E OF AINSDALE RD,Eastbound,E
32214,1,1,BOEM AVE W/B E OF AINSDALE RD,Westbound,E
32215,1,1,VICTORIA PARK AVE S/B N OF TERRAVIEW BLVD,Southbound,N
32216,1,1,BIRCHCLIFF AVE N/B N OF KINGSTON RD,Northbound,N
32217,1,1,BIRCHCLIFF AVE S/B N OF KINGSTON RD,Southbound,N
32218,1,1,EGLINTON AVE W/B W OF BRIMLEY RD,Westbound,W
32220,1,1,ROYAL YORK RD N/B S OF NORTH DR,Northbound,S
32221,1,1,OLD STOCK YARDS RD N/B N OF WEST TORONTO ST,Northbound,N
32222,1,1,OLD STOCK YARDS RD S/B N OF WEST TORONTO ST,Southbound,N
32223,1,1,RYDING AVE W/B W OF GOURLAY CRES,Westbound,W
32224,1,1,WEST TORONTO ST E/B W OF KEELE ST,Eastbound,W
32225,1,1,WEST TORONTO ST W/B W OF KEELE ST,Westbound,W
32226,1,1,WEST TORONTO ST E/B W OF OLD STOCK YARDS RD,Eastbound,W
32227,1,1,WEST TORONTO ST W/B W OF OLD STOCK YARDS RD,Westbound,W
32228,1,1,DUNLACE DR E/B E OF VYNER RD,Eastbound,E
32230,6,2,CONFEDERATION DR AT SCARBOROUGH GOLF CLUB RD,,
32231,6,2,BURNETT AVE AT QUILTER RD,,
32232,6,2,BISHOP AVE AT KENNETH AVE,,
32233,6,2,GRETNA AVE AT SWEENEY DR,,
32234,7,2,LEBOVIC AVE AT 300M S OF EGLINTON AVE & LEBOVIC PLAZA (PX 2070),,
32235,6,2,BRIMORTON DR AT ORTON PARK RD (PX 2223),,
32236,6,2,ADENMORE RD AT CLAPPISON BLVD AT PORT UNION RD (PX 2167),,
32237,6,2,BOULTON AVE AT QUEEN ST AT WOODGREEN PL,,
32238,1,1,GILBERT AVE N/B N OF SUMMIT AVE,Northbound,N
32239,1,1,GILBERT AVE S/B N OF SUMMIT AVE,Southbound,N
32240,1,1,LOWER SIMCOE ST N/B S OF GRAND TRUNK CRES,Northbound,S
32241,1,1,LOWER SIMCOE ST S/B S OF GRAND TRUNK CRES,Southbound,S
32242,1,1,YORK ST N/B N OF BREMNER BLVD,Northbound,N
32243,2,1,LOWER SIMCOE ST N/B N OF BREMNER BLVD,Northbound,N
32244,2,1,LOWER SIMCOE ST S/B N OF BREMNER BLVD,Southbound,N
32246,1,1,SIMCOE ST S/B N OF FRONT ST W,Southbound,N
32247,1,1,SHERWAY GARDENS RD N/B S OF THE QUEENSWAY,Northbound,S
32248,1,1,SHERWAY GARDENS RD S/B S OF THE QUEENSWAY,Southbound,S
32249,7,2,ISLINGTON AVE AT 25M N OF WINNIPEG RD (PX 1803),,
32250,7,2,EGLINTON AVE AT 40M E OF FLANDERS RD (PX 557),,
32251,7,2,FINCH AVE AT 280M W OF SENTINEL RD (PX 1750),,
32252,7,2,LESLIE ST AT 60M S OF FRANCINE DR (PX 2105),,
32253,7,2,PARKWOODS VILLAGE DR AT 45M N OF BROOKBANKS DR (PX 2107),,
32254,7,2,FINCH AVE AT 200M E OF CHESSWOOD DR (PX 2116),,
32255,7,2,AVENUE RD AT 26M S OF ROE AVE (PX 2076),,
32256,6,2,DIXON RD AT 260M W OF CHETTA PL (PX 1946),,
32257,1,1,SHERWAY GARDENS RD N/B N OF SHERWAY GT,Northbound,N
32258,1,1,SHERWAY GARDENS RD S/B N OF SHERWAY GT,,
32259,2,1,ALTON TOWERS CIR N/B N OF GOLDHAWK TRL,Northbound,N
32260,1,1,ARKONA DR N/B N OF SCARDEN AVE,Northbound,N
32261,2,1,BROCKLEY DR N/B N OF LAWRENCE AVE E,Northbound,N
32262,2,1,BROCKLEY DR S/B N OF LAWRENCE AVE E,Southbound,N
32263,1,1,BROOKLAWN AVE N/B N OF SLOLEY RD,Northbound,N
32264,1,1,BROOKLAWN AVE S/B N OF SLOLEY RD,Southbound,N
32265,1,1,CANADIAN RD E/B E OF PRINCIPAL RD,Eastbound,E
32266,1,1,CANADIAN RD W/B E OF PRINCIPAL RD,Westbound,E
32267,1,1,CASEBRIDGE CRT E/B E OF MORNINGSIDE AVE,Eastbound,E
32268,1,1,CASEBRIGE CRT W/B E OF MORNINGSIDE AVE,Westbound,E
32269,1,1,CASS AVE E/B W OF MARLBANK RD,Eastbound,W
32270,1,1,CASS AVE W/B W OF MARLBANK RD,Westbound,W
32271,1,1,COMMANDER BLVD E/B E OF NORTH WIND PL,Eastbound,E
32272,1,1,COMMANDER BLVD W/B E OF NORTH WIND PL,Westbound,E
32273,1,1,CONFERENCE BLVD E/B E OF D ARCY MAGEE CR,Eastbound,E
32274,1,1,CONSILIUM PL N/B N OF PROGRESS AVE,Northbound,N
32275,1,1,CONSILIUM PL S/B N OF PROGRESS AVE,Southbound,N
32276,1,1,DENTON AVE E/B E OF ST DUNSTAN DR,Eastbound,E
32277,1,1,DENTON AVE W/B E OF ST DUNSTAN DR,Westbound,E
32278,1,1,DENTON AVE E/B W OF BYNG AVE,Eastbound,W
32279,1,1,EAGLE POINT RD N/B S OF HUNTSMILL BLVD,Northbound,S
32280,1,1,EAGLE POINT RD S/B S OF HUNTSMILL BLVD,Southbound,S
32281,2,1,EASTPARK BLVD E/B W OF MARKHAM RD,Eastbound,W
32282,2,1,EASTPARK BLVD W/B W OF MARKHAM RD,Westbound,W
32283,1,1,GLENDINNING AVE W/B E OF PHARMACY AVE,Westbound,E
32284,1,1,GOLDEN GATE CRT E/B W OF BRIMLEY RD,Eastbound,W
32285,1,1,GOLDEN GATE CRT W/B W OF BRIMLEY RD,Westbound,S
32286,1,1,GRANGEWAY AVE N/B S OF PROGRESS AVE,Northbound,S
32287,1,1,GRANGEWAY AVE S/B S OF PROGRESS AVE,Southbound,S
32288,1,1,HUNTSMILL BLVD N/B S OF GLENDINNING AVE,Northbound,S
32289,1,1,HUNTSMILL BLVD S/B S OF GLENDINNING AVE,Southbound,S
32290,1,1,IDAGROVE GT N/B S OF SHEPPARD AVE,Northbound,S
32291,1,1,IDAGROVE GT S/B S OF SHEPPARD AVE,Southbound,S
32292,1,1,KENHATCH BLVD N/B N OF PLACENTIA BLVD,Northbound,N
32293,1,1,KENHATCH BLVD S/B N OF PLACENTIA BLVD,Southbound,N
32294,1,1,KENNEDY RD N/B S OF MEWBURN AVE,Northbound,S
32295,1,1,KENNEDY RD S/B S OF MEWBURN AVE,Southbound,S
32296,1,1,METROPOLITAN RD E/B E OF WARDEN AVE,Eastbound,E
32297,1,1,METROPOLITAN RD W/B E OF WARDEN AVE,Westbound,E
32298,1,1,MUNHAM GT E/B W OF KENNEDY RD,Eastbound,W
32299,1,1,MUNHAM GT W/B W OF KENNEDY RD,Westbound,W
32300,1,1,PRINCIPAL RD N/B S OF ELLESMERE RD,Northbound,S
32301,1,1,PRINCIPAL RD S/B S OF ELLESMERE RD,Southbound,S
32303,1,1,SAVARIN ST W/B E OF DANFORTH RD,Westbound,E
32304,1,1,SAVARIN ST E/B E OF DANFORTH RD,Eastbound,E
32306,1,1,TROJAN GT E/B E OF KENNEDY RD,Eastbound,E
32307,1,1,TROJAN GT W/B E OF KENNEDY RD,Westbound,E
32308,1,1,TRUDELLE ST E/B W OF MCCOWAN RD,Eastbound,W
32309,1,1,TRUDELLE ST W/B W OF MCCOWAN RD,Westbound,W
32310,1,1,WHITE HEATHER BLVD N/B N OF LONGSWORD DR,Northbound,N
32311,1,1,WHITE HEATHER BLVD S/B N OF LONGSWORD DR,Southbound,N
32312,2,1,WILLIAM KITCHEN RD N/B N OF PROGRESS AVE,Northbound,N
32313,2,1,WILLIAM KITCHEN RD S/B N OF PROGESS AVE,Southbound,N
32314,1,1,ARLETA AVE N/B N OF JOHN LINDSAY CRT,Northbound,N
32315,1,1,ARLETA AVE S/B N OF JOHN LINDSAY CRT,Southbound,N
32316,1,1,BANBURY RD N/B N OF HEATHCOTE AVE,Northbound,N
32317,1,1,BANBURY RD S/B N OF HEATHCOTE AVE,Southbound,N
32318,1,1,EDITH DR N/B S OF HELENDALE AVE,Northbound,S
32319,1,1,EDITH DR S/B N OF ORCHARD VIEW BLVD,Southbound,N
32320,7,2,AVENUE RD AT 150M S OF CARIBOU &  HAVERGALL COLLEGE (PX 1678),,
32321,7,2,LAKE SHORE BLVD AT 25M E OF BUDAPEST LANE (PX 2089),,
32322,9,2,LAKE SHORE BLVD AT 224M W OF KEW BEACH AVE (PX 1951),,
32323,7,2,DUFFERIN ST AT 60M S OF HUNTER (PX 1271),,
32324,7,2,BLOOR ST AT 78M W OF ST THOMAS ST (PX 1955),,
32325,7,2,BAY ST AT 12M N OF HAGERMAN (PX 1478),,
32326,7,2,CARLTON ST AT 108M W OF CHURCH ST & MAPLE LEAF GDNS (PX 2035),,
32327,7,2,YONGE ST AT 35M S OF YORKVILLE AVE (PX 2011),,
32328,7,2,WESTON RD AT 70M N OF DAMASK AVE (PX 2138),,
32329,1,1,ERSKINE AVE E/B E OF REDPATH AVE,Eastbound,E
32330,1,1,ERSKINE AVE W/B E OF REDPATH AVE,Westbound,E
32331,1,1,FAYWOOD BLVD N/B S OF CLANTON PARK RD,Northbound,S
32332,1,1,FAYWOOD BLVD S/B S OF CLANTON PARK RD,Southbound,S
32333,1,1,FENN AVE N/B N OF DANVILLE DR,Northbound,N
32334,1,1,FENN AVE S/B N OF DANVILLE DR,Southbound,N
32335,2,1,FENSIDE DR N/B S OF YORK MILLS RD,Northbound,S
32336,2,1,FENSIDE DR S/B S OF YORK MILLS RD,Southbound,S
32337,1,1,FENSIDE DR N/B N OF YORK MILLS RD,Northbound,N
32338,1,1,FENSIDE DR S/B N OF YORK MILLS RD,Southbound,N
32339,1,1,FIFE RD E/B E OF BAYVIEW AVE,Eastbound,E
32340,1,1,FIFE RD W/B E OF BAYVIEW AVE,Westbound,E
32341,1,1,FIFESHIRE RD E/B W OF BAYVIEW AVE,Eastbound,W
32342,1,1,FIFESHIRE RD W/B W OF BAYVIEW AVE,Westbound,W
32343,1,1,GLENGROVE AVE W E/B W OF GLEN CASTLE ST,Eastbound,W
32344,1,1,GLENGROVE AVE W W/B W OF GLEN CASTLE ST,Westbound,W
32345,1,1,MELROSE AVE E/B E OF AVENUE RD,Eastbound,E
32346,1,1,ROSELAWN AVE E/B E OF LYON CRT,Eastbound,E
32347,1,1,ROSELAWN AVE W/B E OF LYON CRT,Westbound,E
32348,2,1,MAPLE BUSH AVE E/B W OF WESTON RD,Eastbound,W
32349,2,1,MAPLE BUSH AVE W/B W OF WESTON RD,Westbound,W
32350,2,1,MARIPOSA AVE S/B N OF ST CLAIR AVE W,Southbound,N
32351,1,1,VICTORIA AVE E/B W OF WESTON RD,Eastbound,W
32352,1,1,VICTORIA AVE W/B W OF WESTON RD,Westbound,W
32353,1,1,RONAN AVE N/B S OF SNOWDON AVE,Northbound,S
32354,1,1,RONAN AVE S/B N OF GLENFOREST RD,Southbound,N
32355,1,1,RONAN AVE N/B S OF ROSLIN AVE,Northbound,S
32356,1,1,RONAN AVE S/B N OF BOWOOD AVE,Southbound,N
32357,1,1,RONAN AVE N/B S OF RANGLEIGH AVE,Northbound,S
32358,1,1,RONAN AVE S/B N OF WANLESS AVE,Southbound,N
32359,1,1,BEATON AVE S/B S OF GERRARD ST,Southbound,S
32360,1,1,TROUTBROOKE DR E/B W OF LINTHURST AVE,Eastbound,W
32361,1,1,TROUTBROOKE DR W/B W OF LINTHURST AVE,Westbound,W
32362,1,1,CHUDLEIGH AVE E/B W OF DUPLEX AVE,Eastbound,W
32363,1,1,CHUDLEIGH AVE W/B E OF GREER RD,Westbound,E
32364,1,1,CHERITAN AVE E/B E OF GREER RD,Eastbound,E
32365,1,1,CHERITAN AVE W/B E OF GREER RD,Westbound,E
32366,1,1,CHESSWOOD DR N/B S OF CHAMPAGNE DR,Northbound,S
32367,1,1,CHESSWOOD DR S/B N OF VANLEY CRES,Southbound,N
32368,1,1,SAMOR RD E/B W OF DUFFERIN ST,Eastbound,W
32369,1,1,SAMOR RD W/B W OF DUFFERIN ST,Westbound,W
32370,1,1,CROSS ST N/B N OF CHURCH ST,Northbound,N
32372,1,1,DE VERE GNDS N/B S OF MASON BLVD,Northbound,S
32373,1,1,DE VERE GNDS S/B N OF DUNSTER AVE,Southbound,N
32374,1,1,MASON BLVD N/B N OF DUNSTER AVE,Northbound,N
32375,1,1,MASON BLVD S/B N OF DUNSTER AVE,Southbound,N
32376,2,1,DEVONDALE AVE E/B E OF ANCONA ST,Eastbound,E
32377,2,1,DEVONDALE AVE W/B E OF ANCONA ST,Westbound,E
32378,1,1,MASON BLVD E/B E OF DE VERE GDNS,Eastbound,E
32379,1,1,MASON BLVD W/B E OF DE VERE GDNS,Westbound,E
32380,1,1,SWEENEY DR W/B E OF GRENTA AVE,Westbound,E
32381,6,2,BIRCHMOUNT RD AT BONNIEWOOD RD (PX 2168),,
32383,9,1,FOXRIDGE AT KENNEDY RD,,
32384,9,1,SAMMON AVE AT WOODBINE AVE,,
32385,1,1,LAWRENCE AVE E/B W OF HOME STEAD RD,Eastbound,W
32386,1,1,LAWRENCE AVE W/B W OF WEST HILL DR,Westbound,W
32387,2,1,AVON CRES E/B W OF WESTON RD,Eastbound,W
32388,2,1,AVON CRES W/B W OF WESTON RD,Westbound,W
32389,1,1,AVON CRES N/B N OF SENECA AVE,Northbound,N
32390,2,1,SENECA AVE E/B W OF WESTON RD,Eastbound,W
32391,2,1,SENECA AVE W/B W OF WESTON RD,Westbound,W
32392,1,1,LEXFIELD AVE N/B N OF CANTON AVE,Northbound,N
32393,1,1,LEXFIELD AVE S/B N OF CANTON AVE,Southbound,N
32394,1,1,LEXFIELD AVE N/B N OF DEEVALE RD,Northbound,N
32395,1,1,LEXFIELD AVE S/B N OF DEEVALE RD,Southbound,N
32396,1,1,WARDEN AVE N/B N OF BOWATER DR,Northbound,N
32397,1,1,WARDEN AVE S/B N OF BOWATER DR,Southbound,N
32398,1,1,KENNEDY RD N/B N OF FOXRIDGE DR,Northbound,N
32399,1,1,KENNEDY RD S/B N OF FOXRIDGE DR,Southbound,N
32400,1,1,BIRCHMOUNT RD N/B N OF FLORINA BLVD,Northbound,N
32401,1,1,BIRCHMOUNT RD S/B N OF FLORINA BLVD,Southbound,N
32405,2,1,JANE ST N/B S OF SHERIDAN MALL,Northbound,S
32406,1,1,JONESVILLE CRES W/B E OF VICTORIA PARK AVE,Westbound,E
32407,1,1,MALVERN ST S/B N OF SHEPPARD AVE,Southbound,N
32408,3,1,PROGRESS AVE W/B E OF TOWN CENTRE DRWY,Westbound,E
32409,3,1,PROGRESS AVE E/B W OF TOWN CENTRE DRWY,Eastbound,W
32410,2,1,PROGRESS AVE E/B W OF SCHICK CT,Eastbound,W
32411,2,1,PROGRESS AVE W/B E OF SCHICK CT,Westbound,E
32412,6,2,HOMESTEAD RD AT LAWRENCE AVE AND WEST HILL DR,,
32413,1,1,SUNRISE AVE E/B W OF HOBSON AVE,Eastbound,W
32414,1,1,SUNRISE AVE W/B W OF HOBSON AVE,Westbound,W
32415,1,1,TANGIERS RD N/B S FINCH AVE W,Northbound,S
